"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TMEM254-AS1",-0.386955265855072,7.02608459180553,-1.33559013210393,0.192722857367253,0.497782157736956,-5.51330412406807
"SYBU",-0.11910553756778,11.9521493254329,-1.33558979987356,0.192722964626661,0.497782157736956,-5.51330454297095
"SCLT1",-0.277804789754953,8.37305620898159,-1.33540436078923,0.192782840211345,0.497875168666635,-5.51353834534245
"ODF3B",0.233358611615033,13.0149245497431,1.33500149611771,0.192912969085011,0.49806282928806,-5.51404618106394
"HPN",-0.381508392450273,6.33850210189714,-1.33497213864399,0.192922454472932,0.49806282928806,-5.51408318273398
"CSRNP1",0.285440233239413,8.69046119749518,1.33482356807398,0.192970463112029,0.49806282928806,-5.51427042769879
"ZNF497-AS1",0.302581785443659,8.14155831914211,1.33481097704136,0.192974532165638,0.49806282928806,-5.51428629546532
"FBXO24",0.397412458949365,6.47074257701079,1.33469547893253,0.19301186088263,0.49806282928806,-5.51443184509992
"SLC16A11",0.371634478191895,8.49706920357626,1.33463051840642,0.193032858432378,0.49806282928806,-5.51451370291113
"FLAD1",0.228063936162696,9.60029730638606,1.33461421311628,0.19303812915953,0.49806282928806,-5.51453424892481
"DENND1B",-0.218893580261442,10.069777594825,-1.33458832488978,0.193046497824909,0.49806282928806,-5.51456686978007
"IL13RA1",0.132587603742035,11.3200108185822,1.33436007019213,0.193120295944687,0.498191617905039,-5.5148544616706
"CEACAM19",0.582105691474431,6.09134619763722,1.33425827765886,0.193153214029478,0.498214929659122,-5.51498270237773
"FURIN",-0.323638932924574,7.91053758310769,-1.33401365390429,0.193232339250295,0.498357163245145,-5.51529085037068
"TM9SF1",0.199593857824279,10.9444977878723,1.33383237843661,0.193290990248163,0.498357163245145,-5.51551916785463
"CACHD1",0.199145540383409,11.357758721075,1.3337318482234,0.193323522371364,0.498357163245145,-5.51564577454275
"EPHB3",-0.245750203683212,9.07746132132998,-1.33364039484376,0.193353120869509,0.498357163245145,-5.51576094271868
"WDCP",0.242274656176551,7.57984161077483,1.33348395405601,0.193403760412166,0.498357163245145,-5.51595793420132
"EMILIN2",-0.411246519889795,8.56346711425417,-1.33346305518395,0.193410526110099,0.498357163245145,-5.51598424869783
"MTCL1",0.271622291029563,6.70493234605036,1.33335358566336,0.19344596823165,0.498357163245145,-5.51612207968909
"LSP1P5",-0.386169453813411,8.39810100846914,-1.33326298792681,0.193475304185762,0.498357163245145,-5.51623614209688
"C11orf54",0.196559228108557,11.4611568186604,1.33325468741461,0.193477992101369,0.498357163245145,-5.51624659208995
"ANXA2P2",-0.199972577528078,13.7572308533218,-1.33324776963239,0.193480232276183,0.498357163245145,-5.51625530124114
"SMYD3",0.189829306606269,10.5314015072719,1.33320422912212,0.193494332394467,0.498357163245145,-5.51631011571824
"ZNF134",0.334245903194,7.78607627620576,1.33320211846547,0.193495015927796,0.498357163245145,-5.51631277284855
"LOC100127938",-0.573243195252407,4.07841388906919,-1.33280146742431,0.193624800136737,0.498629870442243,-5.51681709053361
"TMEM63B",-0.231249303293867,8.55271983125693,-1.33241649959406,0.193749567590246,0.498889592578092,-5.51730154223341
"EVA1C",0.131289353810747,11.4264990257394,1.33221687182184,0.193814291160035,0.498994661505696,-5.51755270989812
"SCD",0.369143616874116,9.89170729494368,1.33201577487415,0.193879508009324,0.49904630229764,-5.51780569278734
"SCART1",-0.520280269134389,5.36568176398109,-1.33198706862667,0.193888818990704,0.49904630229764,-5.51784180294174
"MBTD1",0.28230452578334,9.42512649347459,1.3319337535578,0.193906112857093,0.49904630229764,-5.51790886721236
"BRCA1",-0.222782102647933,8.95463201356329,-1.33178116039582,0.193955616272515,0.49911213354844,-5.51810079902086
"TTTY13",-0.768939081543228,3.82082792568481,-1.33164911113249,0.193998462856045,0.499128044411827,-5.51826687517965
"SAT1",-0.158482660505635,14.7144329701785,-1.33161463800631,0.194009649704511,0.499128044411827,-5.5183102290863
"MPP7",0.256635297947918,10.0704509438488,1.33150738733279,0.194044456737406,0.499138117266703,-5.51844510282352
"FAN1",0.156292602091122,9.54055026851434,1.33145513500969,0.19406141641023,0.499138117266703,-5.51851080960957
"GABRE",0.474834958209884,7.00198171668151,1.33104741517795,0.194193790548916,0.499417019037411,-5.51902343588606
"EDF1",-0.137985651471025,12.3323318253858,-1.3308764715519,0.194249311517852,0.499498229617334,-5.51923832251877
"ZNF835",0.631707450424446,3.38677295034468,1.33051169375093,0.194367829222778,0.499741391822231,-5.51969678991309
"SOX6",0.238378938101583,7.5392599059018,1.33038201420584,0.194409976098096,0.499788160364568,-5.51985974989506
"EPN3",-0.224939322178979,9.98137330219907,-1.33023094992284,0.194459082108493,0.499843895968395,-5.52004956519287
"EHBP1",0.184033506450898,9.72252337156571,1.33016791514017,0.194479575475767,0.499843895968395,-5.52012876408624
"TKTL1",-0.59775111850628,5.39769599816445,-1.32991547583634,0.194561663299857,0.49992637087463,-5.5204459039141
"TPD52L1",-0.174054078676546,9.8656157560158,-1.32983874813062,0.194586618814335,0.49992637087463,-5.52054228659935
"RAPGEF3",-0.613871065754694,5.26491181968988,-1.32970875661996,0.194628903920053,0.49992637087463,-5.52070556633104
"CNIH3",-0.51879650935985,5.95756468757124,-1.32970782904098,0.194629205678985,0.49992637087463,-5.52070673139425
"ZNF687-AS1",-0.312288167617637,6.70773366676095,-1.32970083088106,0.194631482324022,0.49992637087463,-5.52071552124132
"H2AP",-0.575289963387497,2.9201640351782,-1.32954864402496,0.194680996932893,0.499959932948079,-5.52090666136608
"UTP25",-0.157323630547602,9.65167643810046,-1.32951335755392,0.194692478921973,0.499959932948079,-5.52095097691846
"OR12D2",-0.553172992674894,5.79316259667896,-1.32940492903822,0.194727764140266,0.49998899883006,-5.52108714362139
"KCNJ5",0.295586355670669,7.55243915934947,1.32913223215019,0.194816528084279,0.50015535428184,-5.52142955890204
"HACD2",0.176294103383945,10.2191559875245,1.32899420726437,0.194861467686039,0.500209171756631,-5.52160284816678
"TMCO3",0.233733841647151,11.5296461024038,1.32863190723979,0.194979467347343,0.500345497573798,-5.52205763838205
"SEPTIN7P2",-0.394591749662225,7.02742681844905,-1.32862105372249,0.194983003147617,0.500345497573798,-5.52207126097892
"PCDHGA10",-0.512502718796713,4.29481319834295,-1.3286102415932,0.194986525514092,0.500345497573798,-5.52208483153159
"DTX2P1-UPK3BP1-PMS2P11",-0.169822014911118,10.0977007356011,-1.3284674505133,0.195033048494925,0.500403327721206,-5.52226404284376
"CAMSAP2",0.211240876821584,9.2275481817057,1.32819376256864,0.195122243205407,0.500570614578358,-5.52260749041704
"NDUFB2-AS1",-0.341932601721648,6.79234750896486,-1.32802709910062,0.195176574181759,0.500648431154537,-5.52281660398619
"ARHGEF7-IT1",-0.745791397327529,4.71220037803964,-1.32794506808636,0.195203319945792,0.500652582110952,-5.52291952031938
"MYADML2",0.61257236583832,4.19548577086301,1.32787493401407,0.195226189026584,0.500652582110952,-5.52300750630627
"ISYNA1",0.271255152541826,8.91300394859344,1.32779761723844,0.195251402622322,0.500655698316971,-5.52310449856876
"METAP1D",0.187626707495655,7.83892636399757,1.32758983347125,0.195319174997762,0.500716247318531,-5.52336513443289
"MRPL32",-0.177058603075521,11.5452153732935,-1.32757805004203,0.195323018918522,0.500716247318531,-5.52337991403815
"UQCC1",0.166576714219458,10.0461933657806,1.32727478288661,0.195421969087761,0.500908357182562,-5.52376025352969
"DIRC3",0.418950567923117,3.28778888437863,1.32702924770705,0.195502110854703,0.501052215804767,-5.52406813333508
"NCALD",0.149579828052056,10.3719541291682,1.32670234226953,0.195608851042463,0.501255790798169,-5.52447796701939
"ADAT2",-0.468277585077562,6.48111038796679,-1.32663882172952,0.195629596811365,0.501255790798169,-5.5245575909783
"CARS2",0.15404377345831,9.90782527272844,1.32641141443415,0.195703881851329,0.501384549082945,-5.52484262211306
"LOC101927079",-0.572039528723852,4.41947133613801,-1.32630966661278,0.195737125938641,0.501408143582016,-5.52497013846161
"KRTAP10-11",-0.651609857398542,5.922125077013,-1.32622564643608,0.195764581162508,0.501414518317594,-5.5250754310303
"TXLNGY",-0.872418024893358,8.12444557124198,-1.32605122134519,0.195821587460557,0.501414518317594,-5.52529399876484
"ALDH1L2",0.608346520952749,4.59599036656902,1.32600683266367,0.195836096794905,0.501414518317594,-5.525349617099
"CCDC198",-0.491033028951364,6.12430760255083,-1.32592869540573,0.195861639551686,0.501414518317594,-5.52544751792044
"PLP1",-0.739225957990199,4.38356658035767,-1.32578939757577,0.195907181847681,0.501414518317594,-5.52562203637217
"SMPDL3A",-0.248536178428168,9.97877227422916,-1.32570186874176,0.195935802881138,0.501414518317594,-5.52573168813682
"ANK3",-0.189938999666769,13.1296604387308,-1.32569528833275,0.195937954738307,0.501414518317594,-5.52573993148943
"FOXP1-IT1",-0.367981234748477,9.09508917172021,-1.32565475830766,0.195951208850228,0.501414518317594,-5.52579070311954
"OGDHL",-0.403179000001126,3.31655528733761,-1.32563513322123,0.195957626887036,0.501414518317594,-5.52581528681614
"KXD1",0.199921297797799,10.0904150971572,1.32556683852622,0.195979962724651,0.501414518317594,-5.52590083483823
"MICAL1",-0.258554685229679,9.21630387120303,-1.32514503025859,0.196117959122366,0.501646122791426,-5.5264291192621
"NSD3",-0.250817267489202,12.037456962026,-1.32506623467452,0.196143745767544,0.501646122791426,-5.52652778873101
"CTNNBL1",-0.164779920580733,9.82986905152583,-1.32499672309481,0.196166496306313,0.501646122791426,-5.52661482831234
"EPO",-0.387069358671761,5.78810934691381,-1.3249961923901,0.196166670009225,0.501646122791426,-5.52661549282388
"L1CAM",-0.787063616819078,4.39515023024677,-1.32489726192835,0.196199052635184,0.501667439156171,-5.52673936259972
"CITED1",-0.412184387409813,3.68584917714566,-1.32472015175287,0.196257035930001,0.501698747457059,-5.52696110013708
"NIBAN2",0.335424931671151,10.3726988391943,1.32456034432665,0.196309365929544,0.501698747457059,-5.5271611527888
"DENND3",-0.278580117303741,7.8228378050144,-1.32455425161436,0.196311361242036,0.501698747457059,-5.52716877944579
"C2CD4C",-0.618409926027819,4.70014468269192,-1.32454692779098,0.196313759753911,0.501698747457059,-5.52717794712654
"BRF1",0.317799602861372,8.25444190041235,1.32431580493112,0.196389462862138,0.501698747457059,-5.52746723504308
"PDSS2",-0.155548730594502,9.58574534929311,-1.32430977125261,0.196391439464933,0.501698747457059,-5.52747478658281
"ADAMTS14",-0.524619420611493,6.7699559672981,-1.32428350829529,0.196400043257135,0.501698747457059,-5.52750765602518
"ATP6AP1",0.23488611906504,12.4277201195387,1.32427239306944,0.196403684712961,0.501698747457059,-5.52752156713033
"LINC00508",-0.51106894382075,5.56581259335185,-1.32409871781249,0.196460589193427,0.501730704568819,-5.52773891468586
"COMT",0.189147014033139,11.8428434181232,1.32408740837128,0.196464295159749,0.501730704568819,-5.52775306712824
"SPATA19",-0.634148997850311,3.97666979816612,-1.32398683058779,0.196497255654074,0.501753457460869,-5.52787892379959
"VTI1A",0.214823429573658,7.88304286153549,1.32388013465442,0.196532225809959,0.501781335803128,-5.52801242718561
"RAB35",-0.161442907431271,9.18281338719391,-1.32368627389103,0.196595777013799,0.501872049093587,-5.52825497153627
"TTC37",-0.26656406931502,10.5189980230021,-1.32356674983197,0.196634967165167,0.501872049093587,-5.5284044957614
"SCRN3",-0.258376925511504,9.5642518000174,-1.32344948093786,0.196673423751497,0.501872049093587,-5.52855118729085
"TMEM147",0.215257642640669,11.0297526442106,1.32342424485532,0.196681700308947,0.501872049093587,-5.52858275359022
"MILR1",-0.682181214205158,5.16109925407918,-1.32340491753252,0.196688039180767,0.501872049093587,-5.52860692862061
"FAM234B",0.207482289120774,8.41013102981652,1.32328599859033,0.196727045054136,0.501910188812447,-5.52875566818333
"HAPLN2",-0.576134559408974,4.82677209680405,-1.3229753690405,0.19682896096015,0.50210880209717,-5.52914413729947
"FAM151A",-0.694084032649597,3.44047018915366,-1.32277473831668,0.196894808525585,0.502215327259165,-5.52939500091551
"TRAV23DV6",-0.776767912803668,4.30044658677954,-1.32270126074734,0.196918928329071,0.502215327259165,-5.52948686708535
"REM2",-0.214407694663355,7.94510917741141,-1.32262812270607,0.196942938946756,0.502215327259165,-5.52957830431766
"DOCK2",-0.674903476767446,7.05328523201147,-1.32221622129275,0.197078205054464,0.50249884060697,-5.53009318105994
"FST",0.456766105059465,6.63679731761233,1.32204886941945,0.197133182976191,0.502577595411133,-5.53030233076049
"N4BP2L2",-0.210571455251644,11.4983912385873,-1.32159267429528,0.19728311098351,0.502844621299704,-5.53087234746926
"HMGB3P1",-0.281751433215343,7.94017853102653,-1.3215834936308,0.197286129102583,0.502844621299704,-5.53088381695865
"GALNT13",-0.657686269841607,5.4290876839256,-1.32147371672216,0.19732222073374,0.502875173338296,-5.53102095686268
"AGRN",0.320002476612087,9.71437408112262,1.32119594147678,0.197413568388398,0.503046520547057,-5.53136792579577
"CRTAC1",-0.495243825734578,6.32939507969357,-1.32109864498686,0.197445572507489,0.503066625995509,-5.53148944368501
"ZNF814",-0.35166011839745,7.91502221718801,-1.32066469652594,0.197588361699891,0.50336895857652,-5.53203132563568
"ABCC6P1",0.210847930117589,7.67851081948026,1.320564220278,0.197621434421171,0.503391741745355,-5.53215677051975
"TXLNA",0.224191324286254,9.19818291109923,1.32035789283018,0.197689362487158,0.503392834557174,-5.53241434471112
"PBLD",0.210031788232428,10.2586312142482,1.32034871926754,0.197692383068112,0.503392834557174,-5.5324257959458
"IFNA14",-0.844383307819625,4.31077803521735,-1.32019782378644,0.197742073571914,0.503392834557174,-5.53261414673721
"VILL",0.3051788789178,10.6617259483055,1.32014477533958,0.197759544935795,0.503392834557174,-5.53268035839991
"PDSS1",0.213678147951242,8.21161994500992,1.32014101008007,0.197760785059244,0.503392834557174,-5.53268505786627
"CCDC27",-0.437195172031019,3.12026885870075,-1.32012322944489,0.197766641358959,0.503392834557174,-5.53270724993543
"LOC101927263",-0.149606157157047,8.36731178415376,-1.31999154489081,0.197810017669542,0.503397464773653,-5.53287159770641
"CLEC2B",-0.397430754731657,9.48104081139119,-1.31990405002823,0.197838842153624,0.503397464773653,-5.53298078697002
"SHANK2",0.156639169637232,11.4751592322479,1.31989795556437,0.197840850046936,0.503397464773653,-5.53298839232336
"EPB41L5",0.202628376006105,9.26320071752731,1.31976339912521,0.197885185269583,0.503414468783121,-5.53315629905083
"SNHG19",0.165729412195402,10.7480989615303,1.31972233203554,0.197898718060722,0.503414468783121,-5.53320754177559
"KIAA1328",0.223064388886883,7.88572216977041,1.31965798141259,0.197919924885397,0.503414468783121,-5.53328783443498
"HBM",1.15888725742693,6.62228247268629,1.31950245176021,0.197971187114799,0.503483470143721,-5.53348188038319
"TTC29",-0.178190614653609,11.9554069219161,-1.31934025994951,0.198024656097466,0.503549381191802,-5.53368421699562
"NUTM2B",-0.671642061884433,5.50472142050248,-1.31922083090201,0.198064034816991,0.503549381191802,-5.53383319251112
"PITPNC1",-0.222896532407974,8.28662406399803,-1.31920421186118,0.198069515006228,0.503549381191802,-5.53385392212708
"PLCXD1",0.229895947476491,7.82544229319045,1.31907526767151,0.198112038800811,0.503552753189775,-5.53401475176241
"LINC01097",-0.634834161526895,2.89802713550816,-1.31903501457278,0.198125315092362,0.503552753189775,-5.53406495586469
"PDX1",0.646282256622027,4.08752987017821,1.31898062998339,0.198143253328294,0.503552753189775,-5.53413278278295
"ERCC5",-0.191130968665641,10.1019678209354,-1.31883428578961,0.198191529786352,0.503599660331928,-5.5343152869401
"TSBP1",-0.776392772228801,4.23801018521424,-1.31874272386122,0.198221739125844,0.503599660331928,-5.53442946373853
"LINC00858",-0.606853788702329,3.71448829776497,-1.31870517266304,0.198234129548739,0.503599660331928,-5.53447628769356
"ZC3H12A",0.290427465144242,8.62197876217856,1.31841927009762,0.198328485792348,0.503778019067329,-5.53483275167751
"SS18",0.216929691743157,10.428630090417,1.31784404937533,0.198518430573062,0.504110751460978,-5.53554973291134
"IKZF5",0.228013187739533,8.74564859797495,1.31777800637207,0.198540247748008,0.504110751460978,-5.53563203435538
"LINC02029",-0.462842536033872,5.76036026686359,-1.31776732210263,0.198543777449106,0.504110751460978,-5.53564534853429
"DDX11-AS1",-0.750029482945666,3.31401298481016,-1.3176927754677,0.198568406343223,0.504110751460978,-5.53573824202585
"SMC4",-0.258476774171321,9.96484575142767,-1.3176436417373,0.198584640550893,0.504110751460978,-5.53579946566099
"GPR84",-0.884855593410879,4.78045184361349,-1.31758365812398,0.19860446104198,0.504110751460978,-5.53587420620091
"ECEL1",-0.336433835373774,3.82587691042813,-1.3173642280715,0.198676980710031,0.504213457731192,-5.53614759413208
"DLK1",-0.751387154446642,5.58637842189569,-1.31731497202834,0.198693262199603,0.504213457731192,-5.536208956756
"FLRT2",-0.452713642011837,5.77476066859898,-1.31701629467442,0.198792011473432,0.504374026328598,-5.53658100255483
"ZBTB20-AS1",-0.383309163973597,4.08088288191271,-1.31697735020278,0.198804890159144,0.504374026328598,-5.53662950806957
"MFN1",-0.25344080272961,9.94892634912388,-1.31672398535016,0.198888692002681,0.504481146303525,-5.53694504442521
"TMEM50A",-0.116046167466628,12.3515364159538,-1.31670347718579,0.198895476385126,0.504481146303525,-5.53697058262161
"LINC00317",-0.547461848842352,4.55550539321714,-1.31659035085543,0.198932903338269,0.504514737350227,-5.5371114491482
"LOC105374947",-0.731098616202385,3.97910820391724,-1.31648420000238,0.198968027451424,0.504542480696683,-5.53724362005827
"FAM133A",0.591376730964786,5.14394890488464,1.31630787566021,0.199026381751066,0.504629117171942,-5.53746314496613
"KIRREL3",-0.510123229833004,3.38528332902142,-1.31607133677348,0.199104684708549,0.50476630603837,-5.53775759685769
"CCDC12",0.166425044515268,10.9266712561423,1.31579762838405,0.199195321779979,0.504934726971315,-5.53809826072524
"NCOA3",0.417468906664784,10.1227780942768,1.31538948081322,0.199330536781557,0.505141278135206,-5.53860613531129
"ZNF766",-0.148555534177587,9.47797395884701,-1.31533277884957,0.199349327145832,0.505141278135206,-5.53867668093218
"TJP2",-0.113748847290061,12.519069308099,-1.31532852681182,0.19935073627623,0.505141278135206,-5.5386819709879
"PAQR6",-0.588686924646492,5.86750485530306,-1.31519743808944,0.199394183005234,0.505141278135206,-5.53884505405321
"KCTD5",0.236585201280272,9.07445970129567,1.31518378590163,0.199398708169048,0.505141278135206,-5.53886203746059
"XKRX",0.488162756730451,6.8839333326807,1.31511325874497,0.199422086411732,0.505141278135206,-5.53894977122353
"DNAI4",-0.190490729747316,12.7913267798126,-1.31489937805762,0.199492996207318,0.505259546786095,-5.53921580743682
"SLC20A2",0.26976771582777,9.9346295884263,1.31477576092882,0.19953398897659,0.50530202452411,-5.53936955170967
"TMEM160",0.236631904043264,8.40128597693902,1.31461481312551,0.199587370733266,0.505375862148003,-5.53956970563799
"NOMO3",0.406490494233903,8.35984856930867,1.31436335210483,0.199670795164193,0.505434003493493,-5.53988237834637
"SNX32",-0.607030536022038,4.31418503036984,-1.31435820657888,0.199672502518894,0.505434003493493,-5.53988877586978
"KCTD1",0.199670714171221,11.6128124268292,1.31429226440758,0.199694384014603,0.505434003493493,-5.53997076099223
"TNNI1",-0.382811679212663,3.30769330051698,-1.31424276427429,0.199710810787407,0.505434003493493,-5.54003230155185
"KCTD4",-0.641214333261426,4.00793391783498,-1.31418051497984,0.199731469887852,0.505434003493493,-5.5401096894955
"VEZT",-0.209798772255835,10.8673018066423,-1.31395172201889,0.199807415135706,0.505559058641438,-5.54039409587789
"ZNF763",0.208437529678735,8.4535712488589,1.31388563930944,0.199829354690696,0.505559058641438,-5.54047623343177
"CRB2",-0.623214351381192,4.2436445078138,-1.31378842916044,0.199861631976186,0.50557940660691,-5.54059705427248
"SPATA31E1",-0.48684456641718,2.91934921724532,-1.31367688085871,0.199898674999263,0.505611803811181,-5.54073568609485
"LOC101929188",0.427944853082884,6.69459450315641,1.3134857025343,0.199962173914259,0.505711101006093,-5.54097325779855
"ANO8",-0.412775661949043,6.95704224001151,-1.31307483795465,0.200098693126046,0.505977375005784,-5.54148372450604
"ALDH16A1",-0.263872190943593,9.06508272540127,-1.31302286382444,0.200115967844537,0.505977375005784,-5.54154828826208
"NR1H3",0.27870099304554,8.40574162534867,1.31285512175434,0.200171728366111,0.506006004549618,-5.54175664697572
"ELAC2",0.191748173660955,9.58040002926884,1.31284287233818,0.200175800764452,0.506006004549618,-5.54177186151948
"SLAMF6",-0.517208581682396,6.53627692104503,-1.31264342679082,0.20024211672279,0.506112313916992,-5.54201956788009
"HEATR6",-0.167203718500994,8.77921858167034,-1.31245692580208,0.200304143913185,0.506207758972365,-5.54225116754094
"DIS3L2",0.276591882869736,9.12519750169875,1.31237444055931,0.200331581883304,0.506215777767621,-5.5423535897124
"PCYT1A",-0.133324012978299,9.96504442509183,-1.31214619415369,0.200407521082558,0.506346337026079,-5.5426369745062
"MADD",0.204768612166015,9.0293185757447,1.31204543118593,0.200441052694296,0.506369731328217,-5.54276206541789
"MAGOH2P",-0.245306919917046,7.62137122120477,-1.31105918413146,0.20076948143669,0.507046445017056,-5.54398598415258
"LOC284600",-0.665246760147806,4.99150343376858,-1.3109423870778,0.200808403297863,0.507046445017056,-5.54413087414823
"LOC286437",-0.335006613509926,7.89032192471786,-1.31094092116022,0.200808891842327,0.507046445017056,-5.54413269258778
"TIMMDC1",0.175077847057482,11.7673061617772,1.31084959079951,0.200839331199568,0.507046445017056,-5.54424598243538
"LINC01854",-0.841809238353502,3.68036605185277,-1.31077612788888,0.200863818120664,0.507046445017056,-5.54433710375161
"ESPNL",0.42198485504126,6.28888288451411,1.31074021752481,0.200875788728926,0.507046445017056,-5.54438164431988
"TCEANC",0.226543743816757,7.24192361160896,1.31065034238338,0.200905750736681,0.507046445017056,-5.54449311412365
"ADI1",-0.13953252268001,12.2566608496416,-1.3105300241906,0.200945867045499,0.507046445017056,-5.54464233114774
"TMEM223",-0.323931554390962,9.29278540860652,-1.31044461641718,0.200974347319432,0.507046445017056,-5.54474824543441
"C20orf144",-0.602741849256147,4.0338607242317,-1.31043807342218,0.200976529289905,0.507046445017056,-5.54475635916077
"GXYLT1",0.28420932316395,8.40292043027662,1.31040971356073,0.20098598700161,0.507046445017056,-5.54479152676591
"THNSL1",-0.177396089518011,9.66741796031392,-1.31034968621434,0.201006006612878,0.507046445017056,-5.54486596138578
"TRAM2",0.260432203537093,8.31212953650791,1.31029308555774,0.201024884801844,0.507046445017056,-5.54493614412734
"PPP1R11",0.270912373233939,12.3427851082864,1.3101178385092,0.201083344141702,0.507123267198126,-5.54515342717014
"SIRT3",0.165534851138622,9.28611277198907,1.31000268775221,0.20112176354059,0.507123267198126,-5.54529618490763
"CRCP",-0.145503893302509,9.01359772095524,-1.30996537484644,0.201134213993183,0.507123267198126,-5.54534244108496
"ABL2",-0.219169724280162,8.79743530877243,-1.30991034941999,0.201152575786813,0.507123267198126,-5.54541065306311
"LOC101930081",-0.672346750399794,4.8935565568148,-1.30972785509556,0.201213482749003,0.507192636533336,-5.54563686317453
"ERVH-4",-0.523314657331023,6.66821003762249,-1.30968222161644,0.201228715012291,0.507192636533336,-5.54569342364585
"GPC5",0.760125074138262,3.25498793853546,1.30959072763993,0.201259257991465,0.507208340205115,-5.54580682075325
"LINC01213",-0.549149355868496,5.04413617062492,-1.30943354570025,0.201311737590564,0.507279317503847,-5.54600161490157
"LOC101929536",-0.422006646938858,5.3752013154067,-1.30884460022531,0.201508467262403,0.50765553459616,-5.5467313070591
"PTPN13",-0.177471749685031,9.79056819553695,-1.30884089390253,0.201509705780405,0.50765553459616,-5.54673589820911
"PAK5",-0.547903097856447,4.76432520334082,-1.3087238681391,0.201548814539539,0.507692751620848,-5.54688085619092
"OVOL1-AS1",-0.581931274811827,6.03099641518741,-1.30864050782626,0.201576676228287,0.507701632195403,-5.54698410636301
"TRIM54",-0.726442518032084,4.1068088187227,-1.30850493768873,0.201621994445884,0.507754472251331,-5.54715201134275
"LRIG2",0.172293978642145,9.04843389175702,1.30839158520986,0.201659891791867,0.50778861346553,-5.54729238780027
"SASH3",-0.386094555167555,8.33333266017935,-1.3078956342235,0.201825768491215,0.508086845033003,-5.54790645115644
"WIPI2",0.215007737435966,11.4291329637469,1.30789183717433,0.20182703886437,0.508086845033003,-5.54791115169659
"ERLNC1",-0.459452071463454,5.19907164129949,-1.30777323695812,0.201866721862467,0.508092435873798,-5.54805796627218
"HSD17B7P2",-0.59345886775183,5.76529200686536,-1.30773962433067,0.201877969559865,0.508092435873798,-5.54809957303746
"CACNA1F",-0.503988453301483,3.71127851911061,-1.30728569583612,0.202029913595313,0.508413517180388,-5.54866136796111
"PPIEL",0.507556396642243,6.45801904560874,1.30718599061305,0.202063299830173,0.508436203239304,-5.54878474305255
"ERVH-6",0.486010620640645,8.68083245839463,1.3070081522979,0.202122859423528,0.508524733875258,-5.54900477938894
"ZKSCAN7",0.204925626342717,8.03894723148368,1.30683750329208,0.202180023953845,0.508590900909498,-5.54921589578457
"ZBTB17",0.179428554847368,8.69366223892764,1.30673973681448,0.202212779674275,0.508590900909498,-5.54933683551081
"LINC00242",-0.698365503366343,3.87661631867683,-1.30671133788645,0.202222295227892,0.508590900909498,-5.54937196424805
"KREMEN2",-0.600754305286427,4.84575772569484,-1.30654101920014,0.202279370687943,0.508673123347622,-5.54958262996865
"DIO3",-0.585869508701155,5.20295302229636,-1.30637455625437,0.202335166026313,0.508752107224411,-5.54978850324061
"ISLR2",-0.636257863176713,4.55990893707748,-1.30608099501978,0.202433591238411,0.508912956106814,-5.55015150932282
"POLB",-0.127687286719203,10.6613080830493,-1.30603825093812,0.202447925545511,0.508912956106814,-5.55020435896543
"HCLS1",-0.356874754352415,10.1053849126695,-1.30589129249613,0.20249721428845,0.508959988012871,-5.55038604974343
"DDX58",0.252439498154725,8.831240773969,1.30583699355621,0.202515428074722,0.508959988012871,-5.55045317721466
"WT1",-0.49507005507731,3.44350735074716,-1.30571122865465,0.202557618913178,0.509004703175947,-5.5506086455959
"RNF40",0.248259471419043,9.42486591768945,1.30561448359142,0.202590078954475,0.509005721077055,-5.55072823120314
"LETMD1",0.130428133751041,10.5815775758844,1.30556458850275,0.202606821389314,0.509005721077055,-5.55078990298052
"TADA2B",0.188645164724189,10.89475892058,1.30528952219637,0.202699139753116,0.509094705615374,-5.55112985572927
"CHRNB4",-0.617405423743507,4.94093967880141,-1.30527618350912,0.202703617335191,0.509094705615374,-5.55114633932994
"CDK13",-0.367362718344943,12.8568162628334,-1.30524093493472,0.202715450078943,0.509094705615374,-5.55118989788327
"MIAT",-0.357035621797957,7.63609976899388,-1.30477567279952,0.202871685686167,0.509425747085316,-5.55176475035805
"LINC02709",-0.647175441751721,3.47886469720687,-1.30464061319226,0.202917056206943,0.509478351978486,-5.55193158889235
"MRPL4",0.242344041339162,9.26914315234556,1.30446242851939,0.20297692564985,0.509567343310129,-5.55215167640228
"SLC30A2",-0.753747295593281,5.75195515527368,-1.30427113398093,0.203041215078818,0.509623955844172,-5.55238792734846
"GPAM",0.207461349025814,7.86375531803943,1.30419854420671,0.203065614828595,0.509623955844172,-5.55247756857914
"ASPDH",-0.468150805710129,4.84533137553353,-1.3041334785291,0.203087487404148,0.509623955844172,-5.55255791456298
"CPOX",0.28479857128452,9.75348424605816,1.30403123848935,0.203121860227892,0.509623955844172,-5.55268415797837
"LINC02388",-0.708673050102786,4.61079094618965,-1.30396478171313,0.203144205213858,0.509623955844172,-5.55276621245881
"LINC01583",-0.818352274852043,3.05676401119031,-1.30395930650212,0.203146046246771,0.509623955844172,-5.55277297256254
"BCL7C",0.255004620187504,8.46110053984963,1.30374041671741,0.203219658172267,0.509747325813374,-5.55304320976927
"RBM27",0.214357227777183,10.9770188980675,1.3036573669999,0.203247592888268,0.509756105173724,-5.55314573094916
