"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CYP1B1",-6.49428283819549,9.38205442644406,-14.1375956658534,4.48991999716889e-14,9.36687109809375e-10,20.9448695591818
"AKR1B10",-5.12621779413561,10.2777486315262,-13.1419898848633,2.57148369757559e-13,2.6823146449411e-09,19.4754116918618
"UCHL1",-5.39696387272973,8.81356337095662,-12.8039806906277,4.75581687841704e-13,3.30719505725121e-09,18.9499526532763
"ME1",-2.25577185640335,10.7242083841097,-12.3065142736631,1.2013864872178e-12,6.26583122408443e-09,18.1508601359397
"NQO1",-2.16884953197093,13.5745007159002,-11.9369135704419,2.43343636958775e-12,1.01532699084679e-08,17.5366754688581
"GPX2",-2.87417373181044,11.0031824439685,-11.4059626190521,6.89022669699693e-12,2.39573182254583e-08,16.6227127334191
"MUCL1",-2.82009611287217,11.5573508014606,-11.2674253179953,9.08859415034235e-12,2.7086607309206e-08,16.3779448658515
"LINC01697",-3.50255367793424,7.57509866924755,-11.0842679782999,1.31522832443207e-11,3.42978666303774e-08,16.0502657363466
"ALDH3A1",-2.48046414159935,13.9710278842806,-10.0888452485406,1.05253505378932e-10,2.43977625468364e-07,14.1859882608826
"ADH7",-2.5344982989831,11.580589417018,-9.54470052328344,3.45823916777226e-10,6.77657375438053e-07,13.1054785588036
"NT5E",1.84656329271834,9.2413299705523,9.49675983831496,3.84739300456051e-10,6.77657375438053e-07,13.0081541788162
"AKR1C2",-1.78422697619938,13.7857325496759,-9.49090071692224,3.89794291307479e-10,6.77657375438053e-07,12.9962357895049
"CABYR",-2.89011446292016,8.40881742068703,-9.14725832807214,8.44759072969242e-10,1.35564336771418e-06,12.2881201522974
"MEP1A",-2.84562496724264,5.40523342385118,-9.10037515131485,9.39899141291419e-10,1.40058399183011e-06,12.1901222295617
"SLC7A11",-3.64648637933924,8.30092768752774,-8.9190770987304,1.42395279202723e-09,1.98043354315147e-06,11.8080147572448
"CX3CL1",1.9338566872286,9.54210442029397,8.78084446395651,1.96029437108489e-09,2.55597882309831e-06,11.5133097695178
"CYP1A1",-5.9553735847331,6.53343565948568,-8.56460389073162,3.24856290482875e-09,3.98655996003161e-06,11.0464620217529
"CLIP4",-1.75206785900095,10.6505294464786,-8.53710960449033,3.46558022444008e-09,4.01660748012606e-06,10.9865944922637
"TCN1",-2.47240044312155,9.1173122905217,-8.14430853072306,8.82556748790623e-09,9.69047310172104e-06,10.1188002392084
"TMEM45A",1.95610920169478,11.6612211571422,7.87658176735087,1.68841408322785e-08,1.76118473021497e-05,9.51406928222309
"AKR1C3",-1.5430686954929,13.2111038906551,-7.84285288936939,1.83340992376916e-08,1.82136180141296e-05,9.43713117335323
"PIR",-1.42449502498162,11.6135022922363,-7.71804803376589,2.49005885161094e-08,2.3612548982867e-05,9.15099278497026
"PLK2",1.55149763611395,8.70137162638654,7.59239270594432,3.39577935750727e-08,3.08011951983986e-05,8.860619017752
"GAD1",-3.52337078412668,7.25479493142057,-7.50090233145768,4.26170427655657e-08,3.7044864423968e-05,8.64776999660909
"NMRAL2P",-3.19857676744038,6.54743413310691,-7.44482499441766,4.90084252604277e-08,4.08965507113217e-05,8.5167202155428
"SRPX2",-1.74529564798825,8.61418146284622,-7.4075699329252,5.378766135969e-08,4.31583919725328e-05,8.42941197651563
"AKR1C1",-1.24139684437781,14.2427219459396,-7.3911829150524,5.60379124833914e-08,4.32986270455004e-05,8.39094689113404
"PHEX",-2.08453832407374,8.33933851694454,-7.36410447752938,5.99688455616447e-08,4.4681073432394e-05,8.32730367860443
"SRXN1",-1.32185390848315,10.0502562086514,-7.33944509038238,6.37930338419434e-08,4.58913886900215e-05,8.26925714432022
"CLDN10",-1.22146850024404,11.9875343664974,-7.32047015745423,6.69043059950761e-08,4.65252543889759e-05,8.22453394824246
"FAM166C",-1.12933268386908,9.11387243025872,-7.29411617567624,7.14840474615945e-08,4.81064580046382e-05,8.16233596577992
"SNRPF",1.02000854525611,10.4958237482885,7.22033764812485,8.60805845294891e-08,5.55509588054321e-05,7.98770345054295
"CYP4X1",1.12066494352713,12.2013118604776,7.21217614858706,8.78718071411782e-08,5.55509588054321e-05,7.96833960731825
"CDON",0.701741598210431,9.2946355734695,7.15300497560002,1.020471009321e-07,6.26149005778077e-05,7.82768085730848
"FAM210B",-0.719342193390728,12.0970471839274,-7.13363657858764,1.07176760466443e-07,6.38834736243125e-05,7.78153664759673
"GSEC",-2.72165663167032,6.70138216322,-7.10774630476601,1.14446683801146e-07,6.52174929533694e-05,7.71977585237913
"DTNA",-2.29452947839355,8.11218353886963,-7.10356479450143,1.15667109542454e-07,6.52174929533694e-05,7.70979252957521
"TALDO1",-0.955769287177024,13.932573284571,-7.05499766795789,1.30852188791988e-07,7.18378516468013e-05,7.59366856355939
"PER2",0.739739778704431,11.7704720262044,7.03762173461463,1.36765496173166e-07,7.31590200298613e-05,7.55204688811924
"SYNE3",1.1613757915036,9.30117784903625,7.02108696747276,1.42645189622262e-07,7.41014883386388e-05,7.51240321117986
"MED30",0.78899953708617,10.8038826026695,7.0129531561026,1.45631340326152e-07,7.41014883386388e-05,7.49288845852749
"MAOB",1.85780655882659,10.5573001748756,6.96859315713949,1.63074217056534e-07,8.10012932436528e-05,7.38630728539308
"GPAT3",-1.335131602522,9.40491840857302,-6.95434057596855,1.69118704557196e-07,8.20501026621449e-05,7.35200916027475
"TCF7L1",1.01067405593784,8.77591852017924,6.93030295122001,1.79834417344627e-07,8.52660366964454e-05,7.29410437709943
"GEM",1.63122523136403,7.96178400800346,6.9019492970674,1.93366710770479e-07,8.96448071131941e-05,7.22570717139251
"LTF",2.39080506777253,10.8161998637349,6.88263207047449,2.03175547221432e-07,9.21445275246417e-05,7.17904960830294
"PPP1R16B",1.98842741319534,8.1673382680077,6.84363957153763,2.24545969632618e-07,9.96697450739505e-05,7.08472544436365
"FHOD3",1.52130823686218,9.41413078838649,6.83033699136828,2.32348619258342e-07,0.000100984518645157,7.05250218733096
"EGF",-2.03132410417379,6.55721126911253,-6.80281730855002,2.49377347831275e-07,0.000106173678172572,6.98577003603056
"FKBP11",-0.750358327247886,11.6690022564254,-6.76009274152611,2.78367129503628e-07,0.000116145901114094,6.88198116162082
"CYP4F3",-1.81937823586052,8.16695824994909,-6.74810969651809,2.87097444236175e-07,0.000117439742777551,6.85283083543708
"GLI3",0.881423739461567,8.87277629748649,6.63481496383218,3.84737725828343e-07,0.000154353816081363,6.57636472247373
"DLL1",1.20672387967638,10.1382968263868,6.57420458681016,4.50220512181947e-07,0.000177216987266788,6.4278329655996
"IRX5",0.900048270744337,10.4987055909893,6.54568387910106,4.84846085082765e-07,0.000187312204203642,6.357791967927
"HTATIP2",-1.17975700201709,11.885903151147,-6.53365364600713,5.00251139411435e-07,0.000189749804916388,6.32822008264739
"TMEM150C",1.18138413807025,9.94655287507815,6.51537525163747,5.24614113433658e-07,0.000195437493472375,6.28325770662755
"TXNRD1",-1.14664306970527,12.9241898439142,-6.50847689947613,5.34118934899889e-07,0.000195487530173359,6.2662788026621
"SCD5",0.80768893120648,10.3174234768871,6.49687183207264,5.50505050563491e-07,0.000198010971807854,6.23770309291574
"FOXD3-AS1",-1.72368780081319,3.78094162441164,-6.47481657437164,5.83067018473597e-07,0.000206168544735528,6.18335350425114
"WNK4",1.6272600265917,7.37480367144185,6.42418607448468,6.65413349287507e-07,0.000231364221547266,6.05838210907969
"FZD8",0.913563471670221,8.93697813554834,6.39403026550423,7.19972780122774e-07,0.000246230690801989,5.98381433197212
"TKT",-1.18746859662284,11.7693601315827,-6.37054038605863,7.65600687742614e-07,0.000251552976334138,5.92566134624572
"CNGB1",-1.58580611807561,7.24136117027975,-6.36894329417856,7.68807447156871e-07,0.000251552976334138,5.92170533025476
"C3",2.17702167483629,12.7494923542557,6.36750408239067,7.7170887189075e-07,0.000251552976334138,5.91814015076467
"SLC2A1",-0.850960323050028,10.2383517326243,-6.34976552277248,8.08394979286894e-07,0.000259457477813587,5.87418044109468
"SPRR1B",-2.71582730405659,5.5098606074355,-6.30883126997059,8.99952096846087e-07,0.00028446667643035,5.77260984548053
"TMEM178A",1.31078373538508,11.0468262777496,6.29557521018441,9.31802327863913e-07,0.000290138211401447,5.7396797801512
"AKR1B1",-1.17522502955564,10.9406531298182,-6.28727640198056,9.52321114889514e-07,0.000292166516159192,5.71905499229101
"SLC6A6",-0.659540624854769,12.366137248069,-6.19874314701272,1.2019161044126e-06,0.000363396721308053,5.49858857892928
"NTN1",1.01107844305846,9.97906194725119,6.16158158805524,1.32556005592005e-06,0.00039505476980863,5.40581558377433
"PANK1",1.11155211227941,8.27802258957693,6.13050307954765,1.43881406314914e-06,0.000422768154724187,5.32812596920383
"RHOU",0.890627009050361,11.5189674499788,6.11032762492679,1.51753430035234e-06,0.000439705563527089,5.2776423518629
"NAV1",-1.01370029344816,9.09162240387257,-6.08854051999321,1.6074502613073e-06,0.00045321376036291,5.22308304485453
"SUSD4",1.01272940992836,9.86833579968447,6.08850451957522,1.60760321478551e-06,0.00045321376036291,5.22299285592674
"B3GAT1-DT",1.5827309689164,8.42130576381457,6.08169182742223,1.63681483338725e-06,0.000455296414054996,5.20592340874907
"CALCA",-1.6872352963071,6.85718033034488,-6.05973628065819,1.73466367015912e-06,0.000476165177458678,5.15088389644072
"PRKAR2B",1.09136790001754,9.09517527111389,6.02621769282678,1.89559274161221e-06,0.000509242021817306,5.06677291087085
"PHLDA1",-1.2467539532356,8.24380278667097,-6.02455019319099,1.90398225010785e-06,0.000509242021817306,5.06258588039413
"PPP1R3B",0.78755724361389,8.76490606069033,6.01558228039278,1.94975014396055e-06,0.000513655532187596,5.04006353861537
"FOS",2.57138173712494,11.5139862434581,6.01173454034073,1.96972689938681e-06,0.000513655532187596,5.03039799880554
"LHX6",-1.36244608305653,7.75164635970037,-6.00140780206414,2.02437119240592e-06,0.00052138804711077,5.00445073276847
"TLR5",0.713443286085059,10.0495407640052,5.98432726649093,2.1181411827737e-06,0.000538886114085669,4.96151318215141
"CEACAM5",-2.50140552729811,12.5129093106089,-5.94196255283645,2.37013510391722e-06,0.00058383778476291,4.85490705565949
"DUSP2",2.19607780063671,7.81896707465435,5.9407384366789,2.37785083695964e-06,0.00058383778476291,4.85182443761778
"DUSP1",1.25970975522956,13.8962662440019,5.94059050984655,2.37878495373633e-06,0.00058383778476291,4.85145191385678
"AAK1",-0.568165950434128,9.68065070979239,-5.93562084023269,2.41038359686971e-06,0.000584714216254604,4.83893574140742
"KLF13",0.833899382453751,9.29683282810408,5.9000997322082,2.64894558412583e-06,0.000629370954953057,4.74941572346662
"GADD45B",0.866425548436101,10.5486722800361,5.89926785089793,2.65480989530577e-06,0.000629370954953057,4.7473179811211
"GULP1",-0.844085007827978,11.8778100668526,-5.88878282219742,2.72985857969119e-06,0.000639891120106939,4.72087323298801
"IL4R",0.799373992475049,9.64651226569084,5.85566078974761,2.98132059059141e-06,0.00068436215210017,4.63727683430085
"PRKX",-0.819794416937738,8.75530861485893,-5.85147396753707,3.01473103949929e-06,0.00068436215210017,4.62670357406067
"OTP",-1.21467440994322,5.61124949825296,-5.85106802073897,3.01799050873433e-06,0.00068436215210017,4.62567833669054
"ELFN2",-2.10100397113191,8.42580171295683,-5.84126869494945,3.09776188786571e-06,0.000694897940910263,4.60092579002296
"CBR3",-1.48927616549927,9.60062513994714,-5.82664237477838,3.22080858468781e-06,0.000714813922274011,4.56396670338636
"MB",0.96275018853343,11.237284559661,5.810183612795,3.36518721485362e-06,0.000738995112381854,4.52235767932436
"KCNA1",1.98102830440613,8.17752935528175,5.76942661601564,3.75149803584621e-06,0.000809037713173755,4.4192335932845
"LOC105378604",2.37919565069543,5.94405078373518,5.76840829113976,3.76170348853678e-06,0.000809037713173755,4.4166554464162
"TPRXL",-1.69555454984624,7.62744051839582,-5.75261271023445,3.92364184104216e-06,0.000827154462027468,4.37665536105257
"SLC26A9",-1.55577894746639,6.54997391329079,-5.75246042442399,3.92523687761094e-06,0.000827154462027468,4.3762696315637
"LINC01133",-0.803452258051845,7.95258872826855,-5.7485015099934,3.96693291544482e-06,0.000827581544820098,4.36624139353173
"RBM26-AS1",-0.960831136031163,8.39211780334979,-5.73108026905035,4.1557956777678e-06,0.000858398113164276,4.32209885961154
"SKAP2",-1.16909722685225,10.0434692391776,-5.71076994180883,4.3874724137228e-06,0.000897367151912598,4.27060913374907
"APPL2",0.788146298440203,11.5787621180256,5.68143974585088,4.74524230240695e-06,0.000961118882648678,4.19620309375791
"SLC19A2",0.809247094185544,10.1300783442802,5.67160185748692,4.87172466537632e-06,0.000977249230471931,4.17123309231489
"ACSS1",0.67810017686932,9.69380482408091,5.65831766939653,5.04793001489733e-06,0.00100295158067417,4.13750583909296
"FAM3B",-1.17227199204396,10.4646170886414,-5.63374746135783,5.3909585833064e-06,0.00106100167891451,4.07509464681381
"CBR1",-1.74932423096483,11.1315310311699,-5.627187877376,5.48645087964133e-06,0.00106970409580446,4.05842610279853
"FABP6",0.939071769315678,12.4528968524341,5.6181125596048,5.62138568453365e-06,0.00108586433472908,4.03536043398985
"DEPTOR",0.902129992830934,8.83149618401313,5.60623642481419,5.80303253280538e-06,0.0011106684834806,4.00516863115757
"CCND1",0.756611292414476,10.2528886062952,5.58506957495342,6.14158385793599e-06,0.00116477929494782,3.95133668848259
"SLC7A2",0.721643709917101,12.0551492477956,5.55125162904189,6.72429981979842e-06,0.00126380489045617,3.86527589072766
"MTHFD2",-1.08100620995738,9.46584006916209,-5.54021458359791,6.92629569858726e-06,0.00128170064247255,3.83717449399746
"RASSF10",0.839978062015273,9.38044565255712,5.5393491048814,6.94239155399284e-06,0.00128170064247255,3.83497061489624
"COA6",-0.622603523437876,10.2966646243771,-5.52946165560679,7.12897138281421e-06,0.001304601763055,3.80979002175664
"SLC38A11",-2.44633162993913,4.84589364055683,-5.51144939315731,7.48195302955293e-06,0.00135729134002203,3.76390419052713
"CNN3",1.62323777321309,10.2447405838688,5.50706116415814,7.5705829532584e-06,0.00136091087116326,3.7527226615281
"PHTF2",-0.958067113057563,10.3309600193518,-5.50202515733754,7.67360023702185e-06,0.00136091087116326,3.73988930262559
"CNN3-DT",0.820246211907135,7.94428232255754,5.50086135693991,7.69760726666979e-06,0.00136091087116326,3.73692337818455
"SGCE",1.05636787260499,8.86467916847979,5.49279936217378,7.86600129464375e-06,0.00137899595805763,3.71637560433622
"NEURL1B",1.09497473452738,10.228554876004,5.47881995368309,8.16683752310486e-06,0.00141980470339178,3.68073812098704
"CDKN1C",0.81954725980664,9.36598518321008,5.46869051743374,8.39203802251478e-06,0.00142734699703021,3.65490918007058
"TMEM74B",-1.32217174790779,8.00362087885421,-5.46765745436152,8.41535390106182e-06,0.00142734699703021,3.65227469822097
"ABCC1",-0.578765717101414,10.7714056830505,-5.46765200897778,8.41547697414995e-06,0.00142734699703021,3.65226081145194
"HGD",-1.61939915523251,8.75616463738344,-5.45638897414254,8.67395509797325e-06,0.00145932299398321,3.62353482161772
"LRRC8D",-0.692064272049128,10.1483301669015,-5.45065404741149,8.80862348203185e-06,0.00147012402465719,3.60890572817449
"PYCR1",-0.957532539736851,8.65548257481987,-5.38613484369601,1.04767838096065e-05,0.00172369842575954,3.44422091623148
"NPAS3",1.63533565818418,8.02909366238146,5.38555174534828,1.04932269231838e-05,0.00172369842575954,3.44273172797159
"APCDD1",0.815834191430037,10.9206621555337,5.3731376922241,1.08495243088563e-05,0.00176830293852625,3.41102383332603
"ATP6V0A4",-1.14919401877523,9.2442162830846,-5.3597281579855,1.12480803473407e-05,0.00180227142756444,3.37676621447159
"EFHD1",1.09804845008574,8.77054440578276,5.35896788157121,1.12711133021132e-05,0.00180227142756444,3.37482370461395
"RNFT2",-1.21367400973481,8.77363360037604,-5.35628128149676,1.13528858408446e-05,0.00180227142756444,3.36795924555392
"SLC35F2",-0.755508574027764,7.22345242716918,-5.35462809171097,1.14035005482938e-05,0.00180227142756444,3.36373508383539
"CLCA2",1.14865048167089,12.3964188866518,5.31577128501505,1.26607657601552e-05,0.00197935054430957,3.26441982703841
"DEFB1",-1.30466403626397,8.78034312584019,-5.3142219785482,1.27136886653956e-05,0.00197935054430957,3.26045875783277
"SERTAD4-AS1",0.633984092173872,10.0667172046996,5.30873039316841,1.29030737893287e-05,0.00199395500291092,3.24641788903916
"ITGA6",-0.966765740221375,7.79518903065686,-5.29860121988702,1.32598637132015e-05,0.00203402409400596,3.22051689461923
"CLEC5A",-2.94545917300659,6.03785328867642,-5.27581401192872,1.40991916929065e-05,0.00213317826393922,3.16223582441626
"CXCL2",1.6451142868671,10.524360477329,5.27550964948365,1.41107564195002e-05,0.00213317826393922,3.16145726579333
"SPP1",-3.55840543827523,9.64366817469099,-5.26306458321647,1.45918792446509e-05,0.00219004161727991,3.12962031268146
"STOX2",-0.70066388527124,9.7956623233456,-5.21631252678441,1.65512867202676e-05,0.00245304986237891,3.00997839457895
"KLHDC7A",1.05416561314532,9.59491621825244,5.21568235264518,1.65794281754111e-05,0.00245304986237891,3.00836532111754
"SLC29A1",1.3465935773962,7.77585836297467,5.18827293347523,1.78510771432895e-05,0.0026054725584013,2.93819504449299
"TMEM200C",-0.700131489530761,8.31199188020167,-5.18447787181899,1.80347016378499e-05,0.0026054725584013,2.92847796132537
"TMEM45B",-0.698384954340291,12.6250717005422,-5.1844094178159,1.80380311428901e-05,0.0026054725584013,2.9283026849104
"CCDC8",0.773853442471012,9.65312923682331,5.1802777825438,1.82401346505685e-05,0.0026054725584013,2.9177234388662
"CGN",0.629533956179706,10.6585131465641,5.17792822770017,1.83560779138128e-05,0.0026054725584013,2.91170712172715
"GALNT5",-1.25357683251055,8.30818996957074,-5.17787016544018,1.83589524535036e-05,0.0026054725584013,2.91155844478195
"ASCL3",-1.15346078706551,8.39658225622649,-5.17098849995996,1.87028691718985e-05,0.00262719152827474,2.89393640381359
"NFATC2",0.566406127539411,9.64458976745537,5.16978146717144,1.87638547460903e-05,0.00262719152827474,2.89084542072813
"TACR1",2.48719882352105,5.59240021604355,5.1440693601388,2.01114374305428e-05,0.0027970987178399,2.82499444167408
"PIAS3",0.645609183478847,11.0377166706337,5.13548081003588,2.05828704806487e-05,0.0028121793481762,2.80299555043089
"LRRN1",0.93426976012857,8.82823598915367,5.13355857341384,2.06898930204968e-05,0.0028121793481762,2.79807171020759
"KDM8",0.772712244392695,8.05068896223714,5.13268078808233,2.07389501326849e-05,0.0028121793481762,2.7958232270591
"ATP13A4",0.804477112325646,9.52131990261333,5.13232146732499,2.07590652679098e-05,0.0028121793481762,2.79490280827288
"GPATCH2",-0.91291374499043,9.51846165416753,-5.12491676967856,2.11779729002751e-05,0.0028424761036979,2.77593479209249
"BTG2",1.16866597340671,11.2149824105017,5.12232633674402,2.13265155442541e-05,0.0028424761036979,2.76929886930638
"B3GNT6",-2.57931442169241,6.77758217775976,-5.12119936127867,2.13914652612679e-05,0.0028424761036979,2.76641185681833
"JAKMIP3",-2.45805508054192,6.39877462105345,-5.11565532173131,2.17138790041798e-05,0.00284532188532998,2.75220919572743
"EPAS1",0.655048901089067,13.5384402571236,5.1128707378366,2.18776508000167e-05,0.00284532188532998,2.74507549364198
"ACVR1B",0.492354709852748,11.8135761791884,5.11209715920215,2.19233673430775e-05,0.00284532188532998,2.7430936753092
"PIGA",0.793771069073383,9.47706811145887,5.11064843765425,2.20092410137691e-05,0.00284532188532998,2.73938219461559
"UGT1A6",-1.24937326403642,6.64252115329856,-5.10921030785804,2.20948205073079e-05,0.00284532188532998,2.73569781712393
"IRS2",1.0386014995779,11.6977494204539,5.09909549443007,2.27062297668499e-05,0.00290611880611056,2.70978357730379
"CRIM1-DT",1.17860827288281,7.23269351273295,5.08443510227852,2.36226475271834e-05,0.00300497361409818,2.67222099220794
"TTC3",-0.736990478672883,12.8850523635776,-5.0747519188018,2.42481865507219e-05,0.00306242141350397,2.64740941853457
"LINC01187",-1.06340189239825,6.39257601184054,-5.07292822006423,2.43678436699099e-05,0.00306242141350397,2.64273636502477
"STATH",-2.6886393783245,5.25095854404736,-5.06753492179154,2.47251853749113e-05,0.00308872345683472,2.62891633635281
"S100A10",-0.927272271097328,13.242048484254,-5.06417088425086,2.4950730313597e-05,0.00309834604644202,2.62029601676663
"TMCC3",-2.07789523186983,6.23486185905831,-5.05921366195924,2.52868557614476e-05,0.00312150523606698,2.60759296086949
"ARHGEF26-AS1",-0.85118650103497,9.29930754593481,-5.05650700789002,2.54722926472148e-05,0.00312589981885997,2.60065696194218
"SLC66A3",0.582495971919837,10.9914206745152,5.05411013413202,2.56376435873477e-05,0.00312779251765641,2.59451473919026
"TENT5C",0.723227660439646,11.2152920176158,5.0510003735267,2.58537780898673e-05,0.00313582278203961,2.58654559498686
"FAM110C",-0.902109907975712,8.38094852710127,-5.04851126202232,2.60280912924603e-05,0.00313871699736016,2.58016687788412
"MT1F",1.08944186894615,10.2174146228512,5.04076354773678,2.65782404431902e-05,0.00318663938003353,2.56031187482214
"MATN2",-1.3536485139694,7.4132070915439,-5.03554208791724,2.69555633173515e-05,0.00321341121100907,2.54693061434213
"TTC16",0.677305316052289,10.6330939604299,5.02814915356564,2.74990032912963e-05,0.0032595693560399,2.52798408681083
"DUSP5",1.81258511896379,8.86814059242263,5.02125009256061,2.80160368578305e-05,0.00328859701816327,2.51030293266513
"SPRY2",0.553547362298586,9.63699590536991,5.02068040544178,2.80591635141914e-05,0.00328859701816327,2.50884290601866
"THSD7A",1.31964685732704,6.89024524695371,5.01524091972038,2.84743092417997e-05,0.00331860915867277,2.49490219243773
"EPHB1",-2.336516851459,6.08317522408434,-5.01160890274276,2.875492781568e-05,0.00332543882942192,2.48559370839498
"NR4A2",1.02878352868881,11.7680817425189,5.00978120121056,2.88971865980501e-05,0.00332543882942192,2.48090947483955
"USP27X",0.659985037436934,8.8965527858618,5.00832397653353,2.90111143205249e-05,0.00332543882942192,2.47717472927498
"NADK",-0.595574165066125,11.1990511021775,-5.00077402850447,2.96086225716502e-05,0.00337259228707406,2.45782470323637
"PCDH17",1.09677579657159,8.39293370014188,4.99906217706029,2.97458048519618e-05,0.00337259228707406,2.45343731032938
"NAV3",2.58926436600756,7.08384572434352,4.98732927741145,3.07033302767456e-05,0.00343050051449457,2.42336622675387
"PLAGL2",0.490851365049254,9.10636708327257,4.98705805694743,3.07258259045438e-05,0.00343050051449457,2.42267109268927
"SAA4",2.02218187405321,8.60509475671394,4.98676849768276,3.07498608096292e-05,0.00343050051449457,2.42192895639421
"PROS1",1.3005020189094,12.6304907028561,4.97843345444819,3.14498415447994e-05,0.00348992869312556,2.40056630249901
"EIF5",-0.616258217213861,12.9014784165098,-4.97224914066066,3.19794934517497e-05,0.00352992694386456,2.38471590711558
"IRX2",0.667928342129587,10.4357618889332,4.96259818815711,3.28239421705946e-05,0.00360406885033129,2.35998051014296
"SLC17A4",-1.977198719909,5.18818167693963,-4.95721744492577,3.33044066648518e-05,0.00363767817718397,2.34618969084383
"HUNK",0.707186293191299,8.69825355970719,4.95249729112836,3.37316779114789e-05,0.00366515762806913,2.33409199399296
"SHROOM1",-0.830316909041521,7.70631021366873,-4.94298771332689,3.46092246102006e-05,0.00374102406123319,2.30971921122444
"OSGIN1",-1.67963395062298,6.20267637201939,-4.94060001006986,3.48331282303694e-05,0.00374341011587592,2.30359963479862
"CSTA",-0.823205903227787,11.7213027497226,-4.93893444344268,3.49901722076409e-05,0.00374341011587592,2.29933087355804
"EPHA2",0.881495096390893,9.83269801141154,4.93426668320266,3.54340744004564e-05,0.00375155396495632,2.28736769990113
"NET1",0.609398730909398,11.7455984053885,4.93239073331054,3.56140600512091e-05,0.00375155396495632,2.28255978390157
"SLIT2",1.53494381989191,10.0170217241372,4.93070099442255,3.57769629052809e-05,0.00375155396495632,2.27822912552374
"MAGI2",0.733625536454182,9.95651315384309,4.93061159395646,3.57856024842445e-05,0.00375155396495632,2.27800000001908
"YAP1",0.631405254499606,11.3980450286465,4.9227159852904,3.65569186371806e-05,0.0038132521830443,2.25776440483953
"KIF1B",0.503056328150102,9.67765668998935,4.91676614290563,3.71491250123178e-05,0.00385574649754714,2.24251582140323
"LOC101928317",-1.59447386863653,3.41397137848273,-4.90105722671536,3.87592120879152e-05,0.00400294397315885,2.20225726013057
"CTNNA1",-0.408756158713523,13.5117770878238,-4.88341013019688,4.06513477375849e-05,0.0041776769285788,2.15703394084489
"AFAP1L1",1.64082464405582,7.73135524561348,4.8710232919665,4.20343840320942e-05,0.00429863391998798,2.12529265858155
"TNRC6C",0.699736651357508,8.80030796161415,4.86902802654891,4.22615210678041e-05,0.00430077976837331,2.12017994962522
"SNED1",0.773846218294278,9.67704464512287,4.86457087572736,4.27733562847061e-05,0.00433173669325989,2.10875902644774
"UPK1B",-1.16387243193388,10.8663717163894,-4.86196375765438,4.30756115374463e-05,0.00434127250190437,2.1020787070096
"BTK",-1.15035300126489,7.19774034361116,-4.8446473456461,4.51380938428276e-05,0.00452726400840899,2.05771048201055
"TLE1",-0.705322044214087,9.46204017486995,-4.83902827693661,4.58283429778995e-05,0.00457450187179397,2.0433141878267
"GAS6",0.639286564520724,9.96854182858555,4.83519386999283,4.63054087878728e-05,0.00460011161015525,2.03349055197373
"DNASE2B",-2.41736397731359,5.88161025005599,-4.82662892667844,4.73890337936525e-05,0.00467193303910244,2.01154827869903
"SPRY1",0.604969455980157,8.40066180162354,4.82594800035365,4.74762632676501e-05,0.00467193303910244,2.00980388619903
"FAM117A",0.614013218040226,10.3257718927484,4.80644489418816,5.00439570308727e-05,0.00490148841116463,1.95984446628206
"PTPRH",-2.00113576604433,5.97671423457817,-4.79372230335332,5.17932576311032e-05,0.00502721752209647,1.92725803633772
"KRTCAP3",0.788622103669198,10.1975483825671,4.79360551761009,5.18095948255556e-05,0.00502721752209647,1.92695892785881
"NRARP",0.831472354624033,9.33217337869315,4.79166088723211,5.20823873628417e-05,0.00503029057946113,1.92197843560713
"PIP5K1B",0.693290882098227,10.1141310618961,4.78471270683329,5.30688489534496e-05,0.00510194620675975,1.90418375994479
"STEAP4",1.0002162256932,12.0206274752756,4.7814038556361,5.35451567735534e-05,0.00512412413123794,1.89570998188846
"PEAR1",-1.76905426584172,5.26521074273152,-4.7747739444296,5.45124137055748e-05,0.00515396629201016,1.87873190819277
"MUC5AC",-1.35297443649301,13.5692869861042,-4.77433064133592,5.45777072690245e-05,0.00515396629201016,1.87759672075325
"MEDAG",-1.05918017320048,7.2093865037893,-4.77272332745392,5.48151020404614e-05,0.00515396629201016,1.87348083396047
"EME1",-1.03744310553905,8.52516493667792,-4.77237955293238,5.48660100434245e-05,0.00515396629201016,1.87260053030793
"NDN",0.669969133748872,10.2795558993749,4.77085564088456,5.50922482560764e-05,0.00515396629201016,1.86869828150503
"IL12A",1.02273057648447,7.19326143518462,4.75486932700746,5.75224229094109e-05,0.00535728922650058,1.82776590316729
"FAM107A",1.13372187850136,8.97074451170834,4.75272543913229,5.78563637900439e-05,0.00536444205061287,1.82227704850789
"ARFGEF3",0.653760893532496,11.9014856994394,4.74663252513071,5.88160228550928e-05,0.00542929145488029,1.8066784247821
"LINC00643",-0.935523049788326,7.18544402856794,-4.73929255385743,5.99932181301649e-05,0.00548980222024669,1.78788851130896
"CPE",-1.92764016758601,7.32940547419766,-4.73624114022176,6.048950072974e-05,0.00548980222024669,1.78007750401825
"LOC101593348",-1.82867078263763,4.44278173660437,-4.73493074177725,6.0703879656438e-05,0.00548980222024669,1.7767232273863
"SFRP2",-2.60266889494209,7.08165737938601,-4.7342049311692,6.0822947109382e-05,0.00548980222024669,1.77486536346264
"PAPSS1",0.535872087103474,13.0275307922722,4.7322115472198,6.11511571403808e-05,0.00548980222024669,1.76976295831056
