"","symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","g","ENTREZID"
"3926","CYP1B1-AS1",-0.38902937724078,4.52936998203739,-1.04023276961898,0.307365908755892,0.611140579885964,-5.8487225685783,"stable","285154"
"3927","CYP20A1",0.231465054056805,8.81767423617139,1.8823730190317,0.0704950818642308,0.311790637068771,-4.70764573372169,"stable","57404"
"3928","CYP24A1",-0.059250814715389,7.43060567582397,-0.128630046053989,0.898594234124783,0.963234657913433,-6.37473751863344,"stable","1591"
"3929","CYP26A1",-0.692037635737062,8.45523783959833,-2.36489631716518,0.0254001442671863,0.185538448775224,-3.82704489456743,"stable","1592"
"3930","CYP26B1",-0.296613994726115,3.46573076974009,-0.862981184974121,0.395673200350389,0.683661943490957,-6.01302685945541,"stable","56603"
"3931","CYP27A1",-0.092858746237896,9.77583067967355,-0.391177924327735,0.698705026053839,0.877132063708959,-6.30619726205978,"stable","1593"
"3932","CYP27B1",-0.863479348340518,6.01966736779982,-2.42517841149924,0.0221906256641417,0.173293099115635,-3.70754933485603,"stable","1594"
"3933","CYP27C1",0.149284990114761,4.74443972751371,0.286447619796132,0.776700008157638,0.912222533349979,-6.3417949281615,"stable","339761"
"3934","CYP2A13",0.895984891417656,7.30705156751347,3.65195022434427,0.00109055701653876,0.0340008129916356,-0.94732907804107,"stable","1553"
"3935","CYP2A6",0.301573163328834,8.90593515494881,1.42762215962253,0.16475117730745,0.461905531647362,-5.3938024106437,"stable","1548"
"3936","CYP2A7",0.408516938072972,8.05908584478152,1.9034206201052,0.0675886670823351,0.305004277021777,-4.67229181390997,"stable","1549"
"3937","CYP2A7P1",-1.31826858576559,4.8784562313457,-3.24631067516912,0.00309057747202134,0.0605416535707319,-1.91649182305229,"DOWN","1550"
"3938","CYP2B6",0.324500472253352,7.79344516428877,1.10521972947739,0.278719051465501,0.586034756266204,-5.7814019285277,"stable","1555"
"3939","CYP2B7P",0.341767055347987,11.0853496726241,1.11545821271542,0.274386339944182,0.58198048785022,-5.77045605727825,"stable","1556"
"3940","CYP2C18",-0.0577778839590692,8.65993142537961,-0.256611268718324,0.799404721802619,0.923534240018066,-6.34993564804737,"stable","1562"
"3941","CYP2C19",-1.43183441583967,5.58798576605873,-3.51181830737713,0.00156874961825853,0.0415848215198342,-1.28680379380232,"DOWN","1557"
"3942","CYP2C8",-0.292874960396853,8.50141050342291,-1.26920567646649,0.21509209097872,0.521331837172235,-5.59517791174977,"stable","1558"
"3943","CYP2C9",-0.342916382470578,7.60632746737,-0.852410302033877,0.401409942201011,0.687594565579891,-6.02191614166813,"stable","1559"
"3944","CYP2D6",-1.02180773442451,5.67277553050236,-1.79370011052439,0.083956622320659,0.337151694870758,-4.85326244904835,"stable","1565"
"3945","CYP2D7",-0.725083642906703,5.50628040242116,-1.84752765540185,0.0755447361282632,0.321766901818666,-4.76551462146635,"stable","1564"
"3946","CYP2E1",0.456713288680828,7.10177423831801,1.73992679665063,0.0931464985211502,0.353628914533349,-4.93888852060327,"stable","1571"
"3947","CYP2F1",1.0008039075407,11.4143206680162,3.96989387589941,0.000472479406738094,0.0209028880553849,-0.162599647459619,"UP","1572"
"3948","CYP2J2",0.407436722425667,11.1154572220563,3.70653320985525,0.000945678013831092,0.0310688735819594,-0.813945645344613,"stable","1573"
"3949","CYP2R1",-0.354284096454199,9.25321223675265,-2.41716467088363,0.0225947224856355,0.174711304853717,-3.72354538396042,"stable","120227"
"3950","CYP2S1",0.234477959698886,9.48788424167344,0.911775248791196,0.369876068212834,0.661856903247845,-5.97065634157559,"stable","29785"
"3951","CYP2T1P",0.579308238003708,4.81385202916245,0.99997920662776,0.326110417057504,0.626209241723837,-5.88853578170865,"stable","171523"
"3952","CYP2U1",0.0259636151928611,8.91593602243236,0.16794810633667,0.867863293693548,0.950751480137006,-6.36886743633107,"stable","113612"
"3953","CYP2W1",-0.175979484453061,6.85453401707573,-0.773275627880608,0.446009930494332,0.72241142624012,-6.0851527448799,"stable","54905"
"3954","CYP39A1",-0.314351579861489,9.7319801300163,-2.02517498060834,0.0527383356346345,0.270193309923808,-4.46202271980525,"stable","51302"
"3955","CYP3A4",-0.71229280354949,7.69216339363511,-2.03555504133277,0.051616421758504,0.267119815363335,-4.44365232136737,"stable","1576"
"3956","CYP3A43",-0.0941143803994731,5.83087252235172,-0.225823023880309,0.823022784297203,0.933083309019481,-6.3574026602009,"stable","64816"
"3957","CYP3A5",-0.617616307277755,7.10331420183458,-2.04919875029349,0.050173852160844,0.263626957550122,-4.41940215217621,"stable","1577"
"3958","CYP3A7",-0.681021126304191,5.13257671675539,-1.66657597011326,0.107043905541884,0.375240559837689,-5.05233342802637,"stable","1551"
"3959","CYP3A7-CYP3A51P",-0.804976460838262,4.85074006880226,-1.37861595681464,0.179216831115764,0.480321368285852,-5.45829361031949,"stable","100861540"
"3960","CYP46A1",0.596846276186799,7.12822194163094,2.19145478056991,0.0371330309017923,0.226445276431801,-4.1597092524836,"stable","10858"
"3961","CYP4A11",-0.254440337939081,5.68065657428062,-0.865128893773027,0.394514075278956,0.683016816470504,-6.01120814390215,"stable","1579"
"3962","CYP4B1",0.376128157926322,14.5571509209234,3.05613800313213,0.00497137046200492,0.079109634308426,-2.35463827333422,"stable","1580"
"3963","CYP4F11",-1.63947733051375,8.25370434059179,-3.1425354520927,0.00401053210629743,0.0706056715625123,-2.15704923799917,"DOWN","57834"
"3964","CYP4F12",-0.187965238053737,8.98038124840438,-0.957144435475966,0.346902344128803,0.644488579326767,-5.92929950880564,"stable","66002"
"3965","CYP4F2",-1.47646230531116,5.39172406559241,-3.11557041285761,0.00428951207387753,0.0740337370454652,-2.21898832559141,"DOWN","8529"
"3966","CYP4F22",-0.866495016003485,4.54599885710503,-1.74135535228021,0.0928917522142916,0.353439309628771,-4.93664040583239,"stable","126410"
"3967","CYP4F29P",-0.518872301317586,5.46013084022103,-1.11701831475865,0.273730423892803,0.581405426924421,-5.76878009783155,"stable","54055"
"3968","CYP4F3",-1.81937823586052,8.16695824994909,-6.74810969651809,2.87097444236175e-07,0.000117439742777551,6.85283083543708,"DOWN","4051"
"3969","CYP4F30P",0.663199469078942,4.95950431715305,1.22381654193056,0.231489051951421,0.539563674833885,-5.64902909439437,"stable","100132708"
"3970","CYP4F35P",-0.928583600665202,6.79391717124533,-2.52976050368353,0.017491906616909,0.154103106352177,-3.49577749032922,"stable","284233"
"3971","CYP4F8",-0.0666686641698568,3.88575800732377,-0.143386853021456,0.887038812802705,0.958732804880016,-6.37271653048676,"stable","11283"
"3972","CYP4V2",-0.198068058544945,6.1230738056155,-0.511764492943378,0.61293478709498,0.830489415365036,-6.25176514717189,"stable","285440"
"3973","CYP4X1",1.12066494352713,12.2013118604776,7.21217614858706,8.78718071411782e-08,5.55509588054321e-05,7.96833960731825,"UP","260293"
"3974","CYP4Z1",0.483314364322631,8.29816379046752,2.06885555218532,0.0481582331865387,0.257864992965955,-4.38425838161078,"stable","199974"
"3975","CYP4Z2P",-0.464117011352037,4.00143870173202,-0.734440371845304,0.468948189572668,0.738913584426449,-6.1140335564672,"stable","163720"
"3976","CYP51A1-AS1",-0.811936623917792,3.33041605363652,-1.61485805573203,0.117852511766288,0.392942160854771,-5.12993983892997,"stable","613126"
"3977","CYP7A1",-0.242091577618293,3.01938623373545,-0.341541719946232,0.735313328333494,0.894234978035103,-6.32442839682811,"stable","1581"
"3978","CYP7B1",-0.409147379346953,6.12340775765768,-0.99253064965803,0.329663256996716,0.629660198176983,-5.89574330060546,"stable","9420"
"3979","CYP8B1",0.197621402631768,5.92832670517829,0.549665619158362,0.587021940955484,0.815984524004632,-6.23170983703731,"stable","1582"
"3980","CYREN",0.0112598554326073,9.43309917499247,0.109285418587951,0.913776230901871,0.969035875336597,-6.37705506807758,"stable","78996"
"3981","CYRIA",-0.345745159672083,6.91200939622029,-0.951013281860478,0.349949806552259,0.646533197333796,-5.93499815891305,"stable","81553"
"3982","CYRIB",-0.0595052491770751,10.4763056723693,-0.297047704365487,0.768680701121518,0.908928004692916,-6.3386886942353,"stable","51571"
"3983","CYS1",0.459603177563404,5.89324286324805,1.13709692388431,0.265389605427858,0.573914994136621,-5.74702046188793,"stable","192668"
"3984","CYSLTR1",-0.397009720350891,7.37447779137368,-2.08671771973138,0.0463892406712983,0.252682072815829,-4.35211392216332,"stable","10800"
"3985","CYSLTR2",0.265115549785983,5.15555441691292,0.531813747270705,0.599160537192904,0.823269299793905,-6.24133079449312,"stable","57105"
"3986","CYSRT1",-0.598626480202423,7.89391750311083,-2.81063645251643,0.00904346042972992,0.109561365554603,-2.90127319724151,"stable","375791"
"3987","CYSTM1",-0.186271549664998,13.6573291703873,-1.89453476357248,0.0688027630473615,0.308150116507955,-4.68725395205985,"stable","84418"
"3988","CYTH1",0.0755221105076913,10.1334827206609,0.502591082904581,0.619285997949059,0.834413155187695,-6.25640825071117,"stable","9267"
"3989","CYTH2",0.0940947056024779,10.7388681428387,0.625838013968156,0.536623753021951,0.783527767045349,-6.18717935093465,"stable","9266"
"3990","CYTH3",0.175968122923203,8.55955166783005,1.18129511100347,0.247684119366982,0.555438580152362,-5.69788688805052,"stable","9265"
"3991","CYTH4",-0.0569869575683892,7.76673051734032,-0.244489800732858,0.808681510491273,0.927408458751309,-6.35298868876348,"stable","27128"
"3992","CYTIP",-0.843859374091782,8.35750611575288,-3.05152784467695,0.00502837961031191,0.0796499311160307,-2.36510961791895,"stable","9595"
"3993","CYTL1",0.340807944532762,3.28245054480371,0.702722522732191,0.488183768776466,0.752352214436614,-6.13656087279572,"stable","54360"
"3994","CYYR1",-0.267974700280378,5.60989727769703,-0.685108075061078,0.499057486288782,0.759611730934347,-6.14865761099662,"stable","116159"
"3995","CZIB",0.126805720667283,10.3062682698091,1.00993525880775,0.321402711895237,0.622999919175981,-5.87882391974532,"stable","54987"
"3996","D21S2088E",-0.0423684018813093,6.60519661289415,-0.143571122371024,0.886894674031266,0.958723078379205,-6.37268991014523,"stable","266917"
"3997","D2HGDH",0.966992389578177,8.5616867258079,4.67018957004865,7.22951549549822e-05,0.00608378885172504,1.61106958836381,"stable","728294"
"3998","DAAM1",-0.178324392823027,11.0323113274498,-1.11136041378057,0.276114579679775,0.583295564790234,-5.77484801250814,"stable","23002"
"3999","DAAM2",-1.36450289115597,5.88158480329739,-3.47694849763745,0.00171632217009685,0.0432438564161359,-1.37056416707866,"DOWN","23500"
"4000","DAAM2-AS1",-0.403880489110115,4.62977634309487,-0.758376892384674,0.454729266322708,0.729516359164699,-6.09640103851539,"stable","100505635"
"4001","DAB1",-0.546287300381559,5.74581224333374,-1.74920430514887,0.091502601894333,0.350848601438756,-4.92426242432478,"stable","1600"
"4002","DAB1-AS1",0.0909496512186116,4.0795425412048,0.152908094915746,0.879596405773727,0.956035230658095,-6.37129636999374,"stable","101926890"
"4003","DAB2",-1.22573420479112,8.57882158608098,-3.17745719967695,0.00367497541118051,0.0668000659106539,-2.07647942691501,"DOWN","1601"
"4004","DAB2IP",0.34809368301288,8.12253348305728,1.54883393049687,0.132948522186737,0.416647735047236,-5.22608482092544,"stable","153090"
"4005","DACH1",0.078581705763229,7.18259946162679,0.369295796241204,0.714758974008066,0.883724728660204,-6.31453580844006,"stable","1602"
"4006","DACH2",0.227531415976318,4.95817091606222,0.471911775790207,0.640743540875305,0.845665160050561,-6.27133736657227,"stable","117154"
"4007","DACT1",-0.879840213872617,3.37416995674741,-1.84463524618017,0.0759775724864876,0.322423338524022,-4.77028077810379,"stable","51339"
"4008","DACT2",0.533048832841818,5.38449141169581,0.945007460445199,0.352952310258642,0.648805277699867,-5.94054715056381,"stable","168002"
"4009","DACT3",-0.143788929297473,6.25679562574573,-0.383355678121831,0.704428006725191,0.880259354802489,-6.3092325658073,"stable","147906"
"4010","DACT3-AS1",-0.246344980886609,4.90742517993903,-0.536428091313159,0.596011461360966,0.821167708159044,-6.23887375406016,"stable","100506068"
"4011","DAD1",0.154564255600626,12.7252215742731,0.965548459531248,0.342754219700273,0.641199925319706,-5.92143282015646,"stable","1603"
"4012","DAG1",0.0332394740131772,11.4094711971429,0.273226876204029,0.786737153964324,0.917229825975396,-6.34551190373589,"stable","1605"
"4013","DAGLA",-0.144946375523559,6.14761455885456,-0.328842806671363,0.744786253845467,0.898238572535793,-6.32869943554878,"stable","747"
"4014","DAGLB",0.289275495410003,8.326207928478,1.41804494735745,0.167502860324463,0.46543385096268,-5.406558123571,"stable","221955"
"4015","DALRD3",0.480962420150879,12.3296491371013,2.95385197042771,0.00639318906763743,0.0914158926432364,-2.58517273877854,"stable","55152"
"4016","DANCR",-0.118764597204903,10.8789754923062,-1.06998996411442,0.294002113717329,0.598882768704655,-5.81836090733077,"stable","57291"
"4017","DAND5",-0.0405648255830853,5.40287257050438,-0.0908067350153491,0.928309792428113,0.973846150906019,-6.37891721932867,"stable","199699"
"4018","DANT2",0.0420134617381076,3.71472508185438,0.102491839931926,0.919116146195924,0.970420371962413,-6.3777796263443,"stable","642776"
"4019","DAO",-0.495333451230294,6.54557582304989,-1.67284397293213,0.105792070312559,0.373024514659031,-5.04279294530692,"stable","1610"
"4020","DAOA",0.26409088072,4.40885847957309,0.608570625301685,0.54784454843509,0.791247409683531,-6.19776627649854,"stable","267012"
"4021","DAOA-AS1",-1.34343463351673,3.37120112394585,-2.11971875620432,0.0432722905523353,0.24484308570143,-4.29220737924875,"DOWN","282706"
"4022","DAP",0.0165372851436452,10.6466714365586,0.107897228606694,0.914867055819457,0.969519278599285,-6.37720689895781,"stable","1611"
"4023","DAP3",-0.0677483972287245,11.4385900862403,-0.611503141164927,0.545930320703942,0.790250734887526,-6.19598859510972,"stable","7818"
"4024","DAPK1",0.703167866293473,9.70333683430705,3.29279233472224,0.00274775774630224,0.0566439941732781,-1.80767058669334,"stable","1612"
"4025","DAPK2",-0.157460456910512,6.71590242646634,-0.430241570314799,0.670400575226104,0.862581522163993,-6.29013311018862,"stable","23604"
"4026","DAPK3",-0.248619054128244,7.67155208221946,-1.36305787091818,0.184012328362888,0.486178469390397,-5.47836031899954,"stable","1613"
"4027","DAPL1",-0.325801890568988,8.23878104113049,-0.670159760024717,0.508390965002598,0.765472206798007,-6.15869082340835,"stable","92196"
"4028","DAPP1",-0.173953872871277,11.0113026325804,-0.479654331358182,0.635297309224231,0.84330395458505,-6.26765682643516,"stable","27071"
"4029","DARS1",-0.298287558412174,11.5054658678223,-1.56914152831188,0.128145283335024,0.410137970672431,-5.19686655121465,"stable","1615"
"4030","DARS1-AS1",-0.716173904642631,5.42275997033573,-1.35912914601368,0.185239015039721,0.487157997988232,-5.4833962888506,"stable","101928243"
"4031","DARS2",-0.0298051682443496,8.04385906742072,-0.207527602745629,0.83713961494668,0.938038814427846,-6.36139007755285,"stable","55157"
"4032","DAW1",-0.115506459788849,12.3763046128436,-0.657775414360072,0.516196187324922,0.770361603832358,-6.16684102270864,"stable","164781"
"4033","DAXX",0.0150911770574123,8.38097038639288,0.0935620949830553,0.926140961784481,0.972867711215904,-6.37866135732027,"stable","1616"
"4034","DAZAP1",-0.551559531355501,11.6451408827587,-3.52859451934191,0.00150221502525231,0.0407002725413165,-1.2464007050615,"stable","26528"
"4035","DAZAP2",0.366401445275672,14.116426408376,3.84572441356213,0.000656114521334285,0.0251329676842872,-0.471190531030034,"stable","9802"
"4036","DAZL",-0.911954150273396,4.17339463601294,-1.78415346846788,0.0855292733232931,0.340582496673133,-4.86861369712214,"stable","1618"
