,logFC,AveExpr,t,P.Value,adj.P.Val,B
DCAF16,9.82107283618959,9.68753926842446,97.1171806442175,3.47810540779373e-36,1.6196481030668e-35,69.6429535390368
ADGRV1,9.25853372780549,9.14130230162355,97.1137263344093,3.48147179215245e-36,1.62085392831699e-35,69.6422556850122
NHLRC3,10.2481644885611,10.2458197192655,97.1106208533336,3.48450110982294e-36,1.62173217319439e-35,69.6416282689014
TRIM4,10.6093732633238,10.3787863912581,97.1101989060987,3.48491291938954e-36,1.62173217319439e-35,69.6415430182808
TUSC2,9.89429092564797,9.87684218955749,97.1044140479698,3.49056388077312e-36,1.62399963605461e-35,69.6403741802561
PZP,11.7460400007196,11.7830609742319,97.10076712856,3.49413126905722e-36,1.62529691271063e-35,69.6396372582202
EXOC7,10.4305875698478,10.4467276004532,97.0948636747436,3.49991399413681e-36,1.62762384631481e-35,69.6384442711678
RTCA,10.873287144231,10.8615202938698,97.0507475377465,3.54344322155446e-36,1.64749972115153e-35,69.6295254779589
RABGGTB,11.3410653926497,11.4492529831947,97.0449164950118,3.54923853608993e-36,1.64982652272522e-35,69.6283461525991
WDR48,10.1004686843361,9.903294797379,97.0347189272656,3.55939724797849e-36,1.65418011555641e-35,69.6262834272827
PCMTD2,11.0563084996756,11.121293703386,97.0202848151623,3.57382791167603e-36,1.66051665686827e-35,69.6233631568902
ASS1,11.7991715730417,11.6334871171752,96.9981084462581,3.59611725377674e-36,1.67050096077244e-35,69.6188751396127
PTGR1,11.6543446858901,11.8633578967431,96.9902072040651,3.60409352177671e-36,1.67383346062569e-35,69.617275702532
CCDC24,10.2724362675965,10.2224858894482,96.9683345522271,3.62626965453241e-36,1.68375779062664e-35,69.6128469658945
FUT11,8.7828950945243,8.68510171575378,96.9661400877548,3.62850236043911e-36,1.68441958708235e-35,69.6124025463389
KHSRP,10.6410246381822,10.4129234130015,96.9644341963422,3.63023896362002e-36,1.68485084002316e-35,69.6120570607323
MED25,12.6722842714709,12.5784848188778,96.9398796431407,3.65533125087037e-36,1.69611922944078e-35,69.6070830734305
RIOX2,10.5297741888526,10.6720511020366,96.9373381466065,3.65793865194152e-36,1.69695166014685e-35,69.6065681303702
CCT6B,9.72993808977038,9.73039955501327,96.935882791354,3.65943261459119e-36,1.69726730114721e-35,69.6062732451389
TMEM19,11.2219771003044,10.8762008294681,96.9345587552965,3.660792323875e-36,1.69752054813692e-35,69.6060049617564
ACOT13,9.99083433906895,10.0864036917681,96.9278678425686,3.66767152284653e-36,1.70033251799165e-35,69.6046491230226
POLR3B,9.62198858755018,9.60713982705392,96.904745454156,3.69154793284766e-36,1.71102139469158e-35,69.5999624768546
MUC15,12.7570146686596,12.707616809138,96.9038125228769,3.69251466179727e-36,1.71108931307007e-35,69.5997733447291
C14orf93,8.27455343094826,8.28144776917552,96.8892958861687,3.70759105525377e-36,1.71769408382643e-35,69.5968300279259
GAS8,9.84490800805049,9.8298219541547,96.8739820196135,3.72356459478e-36,1.72471146927843e-35,69.5937243047788
KDM7A-DT,9.27376755381763,9.06611663600634,96.86950349959,3.72824950425447e-36,1.72649813890692e-35,69.5928158918275
FMR1,11.0765791416327,11.0348396325075,96.8681061302494,3.72971252066827e-36,1.72679233480207e-35,69.592532438825
SLC4A11,11.0668512403449,11.1627318424918,96.8540111606957,3.74450297630243e-36,1.73325540473977e-35,69.5896729427265
DEF6,8.64249984751137,8.56529357596184,96.8467189108184,3.75217889762662e-36,1.73642316242872e-35,69.5881932772289
ATP6V0B,11.4029798112351,11.5583796399371,96.8046367182037,3.79679497355657e-36,1.7566807881645e-35,69.5796509280068
DPH3,10.3288664045995,10.358546028517,96.8004699733148,3.80124242872877e-36,1.75834854873924e-35,69.5788047891757
OR7E12P,10.3455774254359,10.1078053009987,96.7891123763828,3.81339261953442e-36,1.76357785033755e-35,69.5764981120259
S100A10,12.7612406399813,13.242048484254,96.7858439955761,3.81689653941328e-36,1.76480708344947e-35,69.5758342383627
NUDT15,9.26991297573415,9.2026485772657,96.7822922277832,3.82070805293524e-36,1.76617796145214e-35,69.5751127625084
SASH1,10.2388312798343,10.1496489346354,96.7774623537668,3.82589747373327e-36,1.76818504867132e-35,69.5741315951652
TMED5,11.8357849138386,11.9485246271961,96.7763708734674,3.82707121807514e-36,1.76833576415246e-35,69.5739098549779
SLC25A44,9.7023430783721,9.72094431137855,96.7588890104527,3.84592162603298e-36,1.77665227994464e-35,69.5703577744172
GATD1,9.61214261715044,9.56475837360334,96.7553652605032,3.84973286871498e-36,1.77801919652716e-35,69.5696416714369
SP4,9.61384136126779,9.55928030964588,96.7522806392873,3.85307236891675e-36,1.77916767951176e-35,69.5690147748114
PTCH1,9.93615389936869,9.87995287756372,96.7406218925651,3.86572161310018e-36,1.78461350503421e-35,69.566645045076
SFXN3,11.5220741450397,11.3610321020912,96.7382589261337,3.86829057303843e-36,1.7854043790869e-35,69.5661646984163
ACAP2,10.7664607938028,10.6891725718746,96.73417134444,3.87273867207064e-36,1.78706202558588e-35,69.5653337256384
IFTAP,11.6510950477095,11.7588365447976,96.7296322265654,3.87768434517384e-36,1.78894849201718e-35,69.56441089343
MYADM,11.6762578407991,11.8473146214589,96.7263493430456,3.88126534613871e-36,1.79020467944165e-35,69.5637434187387
ATP10D,9.34991225365998,9.43417884691593,96.6808941858565,3.93120210484966e-36,1.81283683270057e-35,69.5544977724567
TMEM11,9.45003268671137,9.31949710227461,96.6712180533354,3.94191794938774e-36,1.81737662453319e-35,69.5525287366071
E2F6,8.98164252061618,8.98215132053323,96.6607439889971,3.9535515964647e-36,1.8223374592454e-35,69.550396971623
KEAP1,10.2753950039028,10.3704483929462,96.6390698496441,3.97773843824586e-36,1.83270401090833e-35,69.5459845067432
SLC44A3,10.1481175545835,10.0118123568635,96.6390159705052,3.97779875438258e-36,1.83270401090833e-35,69.5459735359511
RFX7,9.7321336245089,9.62418089236062,96.6272362483608,3.99100860112804e-36,1.83838422249356e-35,69.5435747315596
TLCD2,10.0107450791161,9.82393560342047,96.6133910673571,4.00659281533914e-36,1.84515539323632e-35,69.5407547234741
MR1,9.70888165131872,9.60121499103776,96.6075576039935,4.01317786980649e-36,1.84778010858316e-35,69.5395663613856
AKAP11,11.1769401671984,10.9432782697876,96.5923058633315,4.03044772774817e-36,1.85532216452521e-35,69.5364588167471
RWDD2A,8.42933960620175,8.68852938131806,96.5701655084122,4.05565490315888e-36,1.86651384490846e-35,69.5319463220173
PHF5A,10.3810840617876,10.3108994817465,96.5552312110687,4.07275010152662e-36,1.87396807715148e-35,69.5289015838032
RAB36,11.8355492695412,11.7857230741534,96.5459549542034,4.08340616634299e-36,1.87845687855011e-35,69.5270100033764
DAP,10.6552463251516,10.6466714365586,96.5444767920057,4.08510686723452e-36,1.87882494409714e-35,69.526708555151
SP3,11.5055875987933,11.363815683993,96.5400910769986,4.09015717799916e-36,1.88073306253953e-35,69.5258141133417
SPRY1,8.71434966768732,8.40066180162354,96.5388311419125,4.09160923555691e-36,1.88098615848806e-35,69.5255571447075
PTPRA,9.96128627003329,9.97830141810322,96.5280819850664,4.10401923555208e-36,1.88627559577192e-35,69.5233645950063
TMEM179B,10.8838417582323,10.8328552362398,96.5227390672317,4.11020219311359e-36,1.88870128089726e-35,69.5222746331557
IQCB1,10.8236153646921,10.7947108753844,96.5030935217125,4.13301965432907e-36,1.89876802529427e-35,69.5182660897807
MRM3,9.55889978350158,9.55766985509082,96.5003998032781,4.13615851368052e-36,1.89979169776317e-35,69.5177163528968
PLCB4,11.1859817012798,11.259376460204,96.4945256561572,4.14301194468077e-36,1.90252069535396e-35,69.5165174658918
TACO1,9.15659142888682,9.16711936142013,96.4919772992092,4.14598880026383e-36,1.90346871371268e-35,69.5159973214923
MPC1,11.3405858349306,11.3991942061301,96.4858588857007,4.15314506219167e-36,1.90633470379411e-35,69.5147484044151
MAGI2,10.3369115801527,9.95651315384309,96.4794942374501,4.16060291524108e-36,1.9093378358504e-35,69.5134490907741
TTPAL,8.90676792610512,8.96533334614946,96.4700190269899,4.17173133289247e-36,1.91402373140098e-35,69.5115145168886
CFAP46,10.5495756986198,10.4657490450846,96.4511619016843,4.19397049334234e-36,1.92380414318619e-35,69.5076635156184
INTS3,10.5623318426783,10.6895210231246,96.4485624054923,4.19704583453926e-36,1.92479160695006e-35,69.507132552451
TMED7,10.5262385600947,10.6521375555454,96.4373311102688,4.2103599410521e-36,1.93047316681822e-35,69.5048382286341
COG4,9.47528378988561,9.66357542848588,96.381385346243,4.27733590578126e-36,1.96075108034297e-35,69.4934033035726
KLHL22,9.082890627672,9.10422652138572,96.3768802079247,4.28277709638453e-36,1.96281405502579e-35,69.4924820242414
PIP4K2C,10.8910743692084,10.9514544249527,96.3671800944923,4.29451701374983e-36,1.96774286678424e-35,69.4904981641835
LRIG2,9.13777151031221,9.04843389175702,96.3664367965434,4.29541799220374e-36,1.96774286678424e-35,69.4903461323036
PPP3CC,8.8832684907768,8.77068232889626,96.3530244235467,4.31170932610436e-36,1.97477233723796e-35,69.487602485507
TCEAL1,10.4026795900776,10.3773374112618,96.3397998421294,4.32783527525862e-36,1.98172299193252e-35,69.4848966574394
UCK1,9.71173794316967,9.68671127503292,96.3388981793899,4.32893702962031e-36,1.98179250190781e-35,69.4847121503191
RALGAPA1,10.8647620081745,10.8098036066284,96.3299874055019,4.33984087606325e-36,1.98634840624027e-35,69.4828885918953
ARL14EP,9.29183869454961,9.40014652143152,96.3183683303743,4.35410156818523e-36,1.9924384056916e-35,69.4805103853331
NPLOC4,9.5997441287218,9.75928850086875,96.3137843325136,4.35974110004215e-36,1.99458155326928e-35,69.4795720012518
ATP8B2,8.682583105849,8.56500599176529,96.2974170517928,4.3799390486288e-36,2.00338277641951e-35,69.4762208962685
RGP1,8.857897700301,8.83877890665896,96.2900653492355,4.38904291961628e-36,2.00710682571317e-35,69.4747153827744
KALRN,10.0406802305682,9.98560309622906,96.288696214909,4.39074053209479e-36,2.00744310717864e-35,69.4744349852858
FAM199X,9.67899889136102,9.65308067722694,96.2792505411378,4.40247094110208e-36,2.01236522290253e-35,69.4725003466182
SNHG15,7.91802646015726,7.89015558073779,96.2612813593681,4.42487630572758e-36,2.02216362519362e-35,69.468819109951
KLF10,11.3656371383659,11.2024075524905,96.2599651760182,4.42652206369e-36,2.02247269585416e-35,69.4685494284648
WHAMM,8.74229531857021,8.59989695842194,96.256781022314,4.43050615981084e-36,2.02384978116868e-35,69.4678969819175
PPL,11.4924791312645,11.3130741461306,96.2557617169139,4.43178232654234e-36,2.02398955552378e-35,69.4676881146693
SUMO3,11.4956183043192,11.5286051743004,96.2347785124542,4.4581380525548e-36,2.03558056582181e-35,69.4633876348868
SPAG16,11.9347183807077,11.9437971033971,96.2298427288532,4.46436115972352e-36,2.03797598499239e-35,69.4623758356161
LRRC8A,10.8016783052051,10.8938627904279,96.227583861286,4.46721217528554e-36,2.03883133670547e-35,69.461912756836
CES3,9.21476583629991,9.16622401033877,96.2197442302116,4.47712156634633e-36,2.04290704543126e-35,69.4603054602056
EPDR1,11.0869395190218,10.6982155209633,96.2072062743787,4.49301708447464e-36,2.04971183941198e-35,69.4577344701812
EFNB2,10.9523110454027,10.5646563963031,96.2006519559307,4.50134986829042e-36,2.05306429716386e-35,69.4563902518197
L3MBTL2,9.95330328281496,10.0367943734053,96.1954849218825,4.50793022962342e-36,2.05561618470828e-35,69.4553304473564
YIF1A,10.8521483807274,10.6574796574806,96.1877848776932,4.51775495714881e-36,2.05964606459874e-35,69.4537509318482
RTN4IP1,8.62127663641076,8.56912626518905,96.1844117414375,4.52206583597706e-36,2.06116096723079e-35,69.4530589345974
SMAD7,8.96622116148168,8.75128045629327,96.1789999556219,4.52899102563998e-36,2.06386655257539e-35,69.4519486286474
SEMA3C,12.3066330604507,12.1939386861863,96.166708865627,4.54476018110389e-36,2.07060028168136e-35,69.4494265645968
CKAP4,10.5875876319581,10.9316555123239,96.1331507010607,4.58810493473758e-36,2.08989181546933e-35,69.4425379994709
NAA38,11.5979057081343,11.6005108167267,96.131638059335,4.59006877272488e-36,2.09028925934187e-35,69.4422274056964
CDIPT,11.4666771642483,11.4812784726691,96.1309353423861,4.59098139502658e-36,2.09028925934187e-35,69.442083112762
ORC2,9.15788385777875,9.10189991751841,96.1299845686774,4.59221646938885e-36,2.09039537386843e-35,69.441887882226
NDUFA3,12.3051881468926,12.070059358969,96.126725804318,4.59645228436356e-36,2.09186709328954e-35,69.4412187088118
INO80C,10.945584925886,10.9023532263295,96.1216739248802,4.60302683791698e-36,2.09440230954469e-35,69.4401812554458
TARS1,9.93892533390083,10.157670078692,96.1180836085063,4.60770522734243e-36,2.09571153562283e-35,69.439443895734
MORN4,8.73397316769455,8.6521835835991,96.117923983827,4.60791334191444e-36,2.09571153562283e-35,69.4394111118648
MYO1D,10.601401391589,10.50561776908,96.1006025727778,4.63055454939581e-36,2.10554989122702e-35,69.4358531088843
KCTD2,8.58309376470027,8.55682999784625,96.0903422753762,4.64402037101511e-36,2.11073599009058e-35,69.4337450526819
LNX2,10.1523712577948,10.1205433357112,96.089737773876,4.64481499607755e-36,2.11073599009058e-35,69.4336208420717
ASH1L-AS1,9.43691805350644,9.31772869278899,96.0896007211327,4.64499517328437e-36,2.11073599009058e-35,69.4335926808356
QTRT2,8.4747167731717,8.35688019216436,96.0781782217984,4.66003732310557e-36,2.11711016190393e-35,69.4312453911038
SERAC1,9.19893353398445,9.13253498640754,96.0539187117512,4.69215211092796e-36,2.13123617109033e-35,69.4262586601979
QSER1,10.4825909600997,10.4406669158556,96.0450138256434,4.70399790195391e-36,2.13615159404794e-35,69.4244276887347
LINC02762,8.04445525344984,7.95579508763939,96.0285018851367,4.72604513658202e-36,2.14569648834329e-35,69.4210318836
KLHL5,10.6842984986528,10.7040325599177,96.0271498150178,4.72785519885779e-36,2.14605124365908e-35,69.4207537790281
FAM50A,10.1676455724902,10.1589266160384,96.0208768739614,4.73626240416993e-36,2.14939974495961e-35,69.4194634289451
ZDHHC20,11.778697652682,11.8115692027187,96.0168116483333,4.74171902955468e-36,2.15140805555828e-35,69.418627136453
STXBP4,8.34367307561117,8.36224111543785,96.0104191006734,4.7503127304421e-36,2.15466301944112e-35,69.4173119566073
SCRIB,9.49503648595652,9.56140564608442,96.0099391250585,4.75095862785406e-36,2.15466301944112e-35,69.4172132025219
RFC4,9.48837340399765,9.4493013419497,96.0012342935983,4.76268842462486e-36,2.15951327786403e-35,69.4154220634253
HMOX2,9.66617046701744,9.69592104468452,95.9873434325828,4.78146862871777e-36,2.16755755176684e-35,69.4125632920859
NDUFAF2,9.36105864617521,9.47127619233082,95.9841411388012,4.78580895209976e-36,2.16905379879872e-35,69.4119041592713
RXRB,10.2021315885395,10.2241649508244,95.9733302567048,4.80049199082854e-36,2.17523596682591e-35,69.4096786811925
DNAJC25,9.29033894941127,9.4841083277457,95.9608992711598,4.81743314074838e-36,2.1820204809135e-35,69.4071192032364
CRY2,10.1811743054483,9.95824248127451,95.9608089319067,4.81755648312127e-36,2.1820204809135e-35,69.4071006009045
PGRMC2,9.90895602301659,9.8840897872154,95.9521942894726,4.82933331557987e-36,2.1868797835821e-35,69.4053265769487
SNX27,9.81950693293337,9.55243392018012,95.9315810344737,4.85763440168099e-36,2.19879593287588e-35,69.4010806355241
PHPT1,11.8798306887982,11.7853221542646,95.9314927756674,4.85775594603823e-36,2.19879593287588e-35,69.4010624527568
NEK2-DT,11.6644134055511,11.5547961224895,95.9294057742364,4.860630949105e-36,2.19962001866005e-35,69.4006324883458
SENP1,8.5795751599008,8.5423232942989,95.9278951931971,4.86271298954721e-36,2.20008497913541e-35,69.4003212688882
STARD9,9.11786186780936,9.01083631177191,95.9270157763303,4.86392551938388e-36,2.20015642205955e-35,69.4001400822753
HMGB2,12.1606754870556,12.0658024408869,95.9213115664705,4.87179803121393e-36,2.20323976863614e-35,69.3989647774782
CIAO1,10.0514106280104,10.00279924355,95.9137867587238,4.88220340112873e-36,2.20746699944403e-35,69.3974141836801
ZNF444,9.916540013775,9.88562131535029,95.9112734056618,4.88568401774046e-36,2.20856207969884e-35,69.3968962283948
VPS72,9.90430601503949,9.88003442510144,95.9100864084475,4.8873287247824e-36,2.20882694662934e-35,69.3966516028593
GSTA3,11.6735050446564,11.8357378065682,95.8948768288515,4.90845402970306e-36,2.21763410137339e-35,69.393516669398
PHTF1,10.3534108909148,10.5047866847954,95.8945264864145,4.90894175061945e-36,2.21763410137339e-35,69.3934444489997
TSFM,9.5903841657245,9.62242550439422,95.8689168946595,4.9447299315383e-36,2.23331794396519e-35,69.3881640923818
CTSO,11.0064925001974,10.7692582736358,95.8675907828985,4.94659045793935e-36,2.23367467821495e-35,69.3878906047423
ERCC5,10.0028628742199,10.1019678209354,95.85203720235,4.96846627814754e-36,2.24306737707669e-35,69.3846824985282
FBXO11,11.232493928846,11.196450825915,95.845808200793,4.97725535279167e-36,2.24645170968492e-35,69.3833974627206
CHCHD1,11.5371529808254,11.5046124596204,95.8451986329046,4.97811631381141e-36,2.24645170968492e-35,69.3832717024405
JOSD1,10.1975035238272,10.1008006069642,95.8323901797157,4.99624287284619e-36,2.25414400547831e-35,69.3806288895242
MAGI1,10.4137846139211,10.0731629930992,95.816512048462,5.01880866743264e-36,2.26383538205362e-35,69.3773519197873
MUS81,9.19172073533254,9.15232497160972,95.7936283791167,5.05151665105515e-36,2.27748472022237e-35,69.3726276106244
NR2C2,10.7606138984105,10.8295472756689,95.7933238277133,5.05195343790737e-36,2.27748472022237e-35,69.3725647242195
LUC7L,10.6843036115765,10.7348997444094,95.7930517863443,5.05234363205308e-36,2.27748472022237e-35,69.3725085504987
CD81,13.2144985906559,13.0005867925988,95.784763959492,5.06424600592264e-36,2.28235688432832e-35,69.3707970787232
NUP43,10.5091149375988,10.5378264273542,95.7523178541073,5.11112307866394e-36,2.30298595393277e-35,69.364094554639
LONRF1,9.7731406957885,9.57158985729417,95.7470613099194,5.1187597959596e-36,2.30592888929625e-35,69.3630083492683
ZNF786,7.93252143935568,7.82715004010358,95.7425719459193,5.12529131635436e-36,2.30837278587618e-35,69.362080597998
C1orf131,10.0293803281265,10.0867473959761,95.7258537325351,5.1496905242187e-36,2.31886129324953e-35,69.3586250811764
DLEU1,9.29227096347884,9.14056854073453,95.7184067024519,5.16059773914354e-36,2.32327125666838e-35,69.3570855328612
RNASEL,9.74247307510976,9.7672668362206,95.7144498660976,5.16640281745686e-36,2.32538286036214e-35,69.3562674460448
LDAH,8.77129695975974,8.85680645347205,95.7010857899493,5.18605935332391e-36,2.33372670899576e-35,69.353503989368
ARRDC3,10.6755166074815,10.3381239797665,95.69487583385,5.19521962487658e-36,2.33734465848987e-35,69.3522196707365
FZD3,10.7113221661537,10.6511260050872,95.6880846985454,5.20525639244414e-36,2.34050189827315e-35,69.3508150033875
SLC4A4,12.0669219912389,11.7603454677994,95.6880670047741,5.20528256869159e-36,2.34050189827315e-35,69.3508113434299
ZNF507,10.0263256942815,9.96922379967834,95.6878504727552,5.20560291821849e-36,2.34050189827315e-35,69.3507665536828
DYNC1LI1,10.3165201705131,10.4020143903783,95.653196363295,5.25713641583926e-36,2.36316267845806e-35,69.3435962606201
FN3KRP,9.90115681670917,9.79620052439392,95.6218842032192,5.30415494700918e-36,2.38378458648224e-35,69.3371139034494
SAP130,9.13594950384203,9.11167068782524,95.6171718743835,5.31126865536223e-36,2.38646751428315e-35,69.3361380482696
CBLB,10.4907415238095,10.7130623039631,95.6051439378966,5.32947084005688e-36,2.39413050528137e-35,69.3336468903505
KLF13,9.72922510048751,9.29683282810408,95.596461326361,5.34265063587022e-36,2.39953450087244e-35,69.3318482879484
CDC40,10.7191891014066,10.6916304570427,95.5871175593259,5.35687178277525e-36,2.40540376952771e-35,69.3299124375518
LOC105370109,10.452829419433,10.4534286038112,95.5770910435995,5.37217571901226e-36,2.41165699108915e-35,69.3278348005577
MEF2A,10.705052587835,10.7094274388842,95.5764800214456,5.37310981429508e-36,2.41165699108915e-35,69.3277081768745
TMEM164,9.4250870548988,9.42100825989031,95.5438949830768,5.42316861731742e-36,2.43343107758435e-35,69.3209536345243
ZRSR2,9.43516055801114,9.49677176156329,95.5433857170377,5.42395480335884e-36,2.43343107758435e-35,69.3208480399158
BCL7B,9.84897954078275,9.62608050241784,95.5391297049224,5.43052969811495e-36,2.43585703208072e-35,69.3199655351299
TRIM38,9.6182164968142,9.71525627201043,95.5371115750078,5.43365029045616e-36,2.43673285381549e-35,69.319547044286
RAI14,10.4992866900791,10.4239577449461,95.5308129610989,5.44340166522059e-36,2.44035897281918e-35,69.3182408378408
AGBL2,12.6200622863534,12.643752581374,95.5303780407601,5.44407566844045e-36,2.44035897281918e-35,69.3181506390249
C1orf122,9.83559921854285,9.92276624339199,95.5165769319566,5.46550846206241e-36,2.44944011891613e-35,69.315288066865
PCBP2,13.4578991186638,13.383786481528,95.5135815456911,5.47017176618296e-36,2.45100350915182e-35,69.3146666888595
UBE2W,9.52797145653048,9.66361028819997,95.5118690166618,5.47283973383444e-36,2.45167237550471e-35,69.3143114193263
DTYMK,9.45574906441799,9.53372412752086,95.5008625874361,5.49001899291318e-36,2.45869372866487e-35,69.3120278597564
CCNB1,9.23578216013775,9.17455101409956,95.5003179580731,5.4908705214503e-36,2.45869372866487e-35,69.3119148519054
RNF157-AS1,9.22895920838369,9.14813991617274,95.4949154653686,5.49932474234209e-36,2.46195091791289e-35,69.3107938064951
HS6ST1,9.20877171391,9.01554045801264,95.4878437093238,5.51041154509911e-36,2.46638501724646e-35,69.30932622819
JMY,10.6065347900609,10.6265773387606,95.4637049793915,5.5484300641264e-36,2.48286889742182e-35,69.3043154979872
INTS13,10.1607952202397,10.2674863506114,95.4597005777618,5.55476324625479e-36,2.48516986582388e-35,69.3034840678568
MBD4,10.9779053283151,11.2700893860136,95.4416881378926,5.58334370965664e-36,2.49742102210242e-35,69.2997434778548
AMD1,10.3505112837898,10.2049451352966,95.4268129648624,5.60706115232446e-36,2.50749217062793e-35,69.296653550626
IMP4,10.5292439925041,10.5696962871824,95.4148914376704,5.62614458502301e-36,2.51548710528826e-35,69.294176614484
SDHAF2,9.87476625803582,10.0610712708853,95.4071107767138,5.63863580712907e-36,2.5205318236196e-35,69.2925597616078
IDH3A,10.5976387361565,10.5422986902027,95.3844576003583,5.67516759984803e-36,2.53631847617887e-35,69.2878511491213
ZXDC,9.1127222989474,9.05045178547295,95.3707337961964,5.69741863856922e-36,2.54571744780105e-35,69.2849977032348
ZNF451,10.3579194601714,10.4375336711594,95.3609142141758,5.71339506784067e-36,2.55230937698698e-35,69.2829556215689
DGKD,8.47158874856744,8.52052974801558,95.3461671737749,5.73747574812651e-36,2.56251807016518e-35,69.279888198713
IFIH1,9.53639380596442,9.58750329535291,95.3380660831272,5.7507488967756e-36,2.5678964786929e-35,69.2782028307037
ANKRD40,9.44553975728989,9.34301120684593,95.3267887798965,5.76927909397347e-36,2.57561952618178e-35,69.2758562987758
COQ7,9.78365868610344,9.74360769842755,95.3157844434031,5.78742043605877e-36,2.58316570682623e-35,69.2735661404318
ALDH7A1,10.3674991033063,10.1540531394146,95.3057109134561,5.8040791255474e-36,2.59004703138331e-35,69.2714693287447
XKR8,9.58971761801971,9.54898455338383,95.2944494300599,5.82276119971838e-36,2.59728021463898e-35,69.2691248279845
ABHD5,8.82048045319802,8.95998019923116,95.2942892010186,5.82302745864086e-36,2.59728021463898e-35,69.2690914671235
BLOC1S2,11.1125561969226,11.1540721076307,95.2936901546297,5.8240230294704e-36,2.59728021463898e-35,69.2689667404867
CFAP43,13.3517573772543,13.4041900167741,95.2874059996738,5.83447747034701e-36,2.60138638568881e-35,69.2676582502195
DUSP1,14.5494490800469,13.8962662440019,95.2847804665127,5.83885111737273e-36,2.60278017116731e-35,69.2671115197347
USP2,9.83547065884438,9.64489286528629,95.2821375510509,5.84325715242073e-36,2.60418779563771e-35,69.2665611455216
LOC101928817,13.7038052109975,13.7613696831482,95.2497443209014,5.89754112884749e-36,2.62781937270432e-35,69.2598134483081
PYGL,9.37333938246802,9.38990356376852,95.2385627110658,5.91640020422041e-36,2.63565964254636e-35,69.2574834102001
DSG2,11.4885665586578,11.2556820774266,95.2279422906921,5.9343706569236e-36,2.6431007823386e-35,69.2552699121741
RAB6B,9.34183362936706,9.10484523211088,95.2250153072058,5.93933324486689e-36,2.64474642805578e-35,69.2546598042939
JAG1,11.3414776046863,11.1868197782009,95.2184295123987,5.95051494132389e-36,2.64916010896071e-35,69.2532869358665
C11orf24,8.86122657673003,8.91771255775432,95.2173531444879,5.95234452694505e-36,2.64940924943733e-35,69.2530625429519
TLK1,10.9155565761152,10.8142281572328,95.2163582815877,5.95403609075311e-36,2.64959686274086e-35,69.252855138003
MPZL1,10.3936780776063,10.3523243271025,95.1860687523928,6.00577657899722e-36,2.67205184455193e-35,69.2465388574234
MYO1E,9.41614900405208,9.49368986904489,95.1657505930948,6.04074499115168e-36,2.68703671653318e-35,69.2423001243098
PPTC7,11.2503615026469,11.19919131265,95.1588396990881,6.05268697645006e-36,2.69159938205494e-35,69.2408580610313
NQO1,12.449912069693,13.5745007159002,95.1583218888645,6.05358273444625e-36,2.69159938205494e-35,69.2407500053647
TVP23B,11.4510596839485,11.5494374975459,95.1542120569674,6.06069719278878e-36,2.6941884686972e-35,69.2398923403309
SLFN11,9.17727196961436,9.13229571649215,95.1533930237229,6.0621160423576e-36,2.694245097479e-35,69.2397214124198
PGLS,10.7095041104658,10.682063338182,95.1460240491172,6.0748971564422e-36,2.69935046810857e-35,69.2381834415833
MTDH,11.0273440478814,11.1737460114136,95.1424918520328,6.081033473995e-36,2.70150171070025e-35,69.2374461736295
MTMR14,9.58304710104228,9.63723202335404,95.1398765087988,6.08558112465309e-36,2.70294642159917e-35,69.2369002506995
TMEM147,11.1413677181725,11.0297526442106,95.1254839376856,6.11067059063045e-36,2.7135123427359e-35,69.2338955412272
LRRC57,9.86435922507291,9.89605897856582,95.1037525367514,6.14875662541767e-36,2.72984381186345e-35,69.2293573544048
RPF2,10.3860623730399,10.4357403229123,95.0923622859773,6.16881716038198e-36,2.73792432280552e-35,69.2269780630181
CUL2,9.54577865301896,9.54042839822482,95.0919287006208,6.16958213091205e-36,2.73792432280552e-35,69.2268874831495
ZNF443,10.1569602689125,10.1676280184638,95.0849219127733,6.18195778321482e-36,2.74283290670837e-35,69.2254236117019
SLIT1,10.0869457922245,9.92757866274665,95.0791969887085,6.19208845966402e-36,2.74674355614524e-35,69.224227422934
ETS2,10.7518621890517,10.5731208567467,95.061401608972,6.2236887240946e-36,2.76017419562205e-35,69.2205084564278
TLCD1,9.71205822525506,9.62645576769532,95.0601395223922,6.22593622136745e-36,2.760584090333e-35,69.2202446574903
SMIM7,10.8373170875499,10.8233311582578,95.0519913074998,6.24046665477007e-36,2.76643891525315e-35,69.2185413996962
ZNF561,9.50234661276659,9.47694305698786,95.0438820901031,6.25496244783706e-36,2.77184875182787e-35,69.2168460643185
SPIDR,9.00998083071841,9.06133719283112,95.043678206842,6.25532735289311e-36,2.77184875182787e-35,69.2168034369714
SURF6,8.73192411366163,8.78053256322831,95.0312543182617,6.27760500461228e-36,2.78112965823362e-35,69.2142056117157
RRAGD,10.7541387579967,10.8655225376199,95.0269540825591,6.28533503333649e-36,2.78396304597592e-35,69.2133063106467
NXT2,10.3516441549586,10.2919834342498,95.0183454817588,6.30083936452328e-36,2.79023797118838e-35,69.2115058149405
AKR1C2,12.8605778212762,13.7857325496759,95.0026402311826,6.32922717929539e-36,2.80221429147836e-35,69.2082203843097
BAG4,10.0644882105941,9.9617225145753,94.9936036908545,6.34562111116002e-36,2.80884699121189e-35,69.2063296126485
