,logFC,AveExpr,t,P.Value,adj.P.Val,B
PDZK1IP1,9.62317915946641,9.12947160252009,54.6293623730328,2.09304138464342e-29,4.42536022767113e-29,56.7470319757735
ZDHHC8,7.96781111743078,7.89921251571957,54.6118927833899,2.11121809373582e-29,4.46333926545569e-29,56.7391650181229
ZNF644,10.1556798862689,10.1090408716357,54.609938103002,2.11326204537322e-29,4.46720769992665e-29,56.7382845890499
HARBI1,7.90253300782945,8.09560455801818,54.6044595131507,2.1190017813652e-29,4.47888704790687e-29,56.735816711653
PPM1L,9.18530575673582,8.90096778481147,54.5868330227287,2.13757832222285e-29,4.51769415036096e-29,56.7278746530286
LPCAT3,7.48427795679914,7.60399410889888,54.5836573733753,2.14094303808215e-29,4.52434700774614e-29,56.726443450725
HERPUD2-AS1,7.74649881793065,7.74441695971012,54.5717914514604,2.15356406208959e-29,4.55055742563689e-29,56.7210948129167
PRINS,7.76547389361853,7.92474804413462,54.562997275867,2.16296759772637e-29,4.56996455577957e-29,56.717129865666
LOC105374775,7.34000952625933,7.62855442159801,54.5577840012363,2.16856218731858e-29,4.58132094702179e-29,56.7147790364353
TUBA3D,8.87717966568968,8.85701094789704,54.551996311983,2.17479077546388e-29,4.59401429300601e-29,56.7121688637046
PTK2B,8.49936200814273,8.46104444856306,54.5424832333932,2.18506886058367e-29,4.61525833446356e-29,56.7078778526442
LOC105376805,12.0608055284861,11.9442515901804,54.540816021478,2.18687532137494e-29,4.61860629221744e-29,56.7071257384252
MIR1915HG,7.50365897055998,7.70610120913321,54.5354674259964,2.19268109659997e-29,4.63039913323905e-29,56.7047126851266
ZNF550,9.27324787122476,8.95987547626923,54.5089646727182,2.22168579687156e-29,4.69117500954802e-29,56.6927515251515
PPP2R3B,7.98012808298027,7.82938116382394,54.5067338974857,2.22414523765174e-29,4.69589292054353e-29,56.6917444124274
FCMR,8.36471495020963,8.02909420643694,54.4923478157468,2.24007388410891e-29,4.72904486645214e-29,56.6852484163563
PPP1R14B,8.89221759466216,8.79593556854261,54.4802133434482,2.25360139152505e-29,4.75712154507695e-29,56.6797674977917
MICALL2,8.8773708703941,8.91690462703198,54.4286014500339,2.31209102230887e-29,4.88009337387774e-29,56.656438666856
ATAD3A,8.43910545899566,8.57624442245612,54.4179570803548,2.3243482891586e-29,4.90546828613321e-29,56.6516239955931
AMN,7.91742256627374,8.26278569275641,54.4147340546807,2.32807295386922e-29,4.91283208209788e-29,56.6501659265754
ALMS1,10.8573285822964,11.0663471494473,54.4092917302739,2.33437638104143e-29,4.92563568941907e-29,56.6477036263542
THAP9-AS1,9.55886915966716,9.65957317460718,54.3999809370237,2.34520140522603e-29,4.9479765084775e-29,56.6434903958592
TRIM73,8.55911459465981,8.45278970759747,54.3984339742758,2.34700498688881e-29,4.95128102300276e-29,56.6427902938054
SLC34A2,12.1560146806517,11.7478206337255,54.3974049969623,2.34820545277642e-29,4.9533126547848e-29,56.6423246006435
APBB3,7.93871871523649,7.97481544465449,54.3943671764835,2.35175326794246e-29,4.9602948817931e-29,56.6409496851535
CD82,9.76067561514009,9.70626366881137,54.3870647091574,2.36030443158044e-29,4.97782764371525e-29,56.6376442094853
ZNF213,8.35612521948549,8.28430266120213,54.3819128870395,2.36635657759508e-29,4.99008702332847e-29,56.635311901174
SPATA5,7.45453759714183,7.2183644282199,54.3793579715507,2.3693639491961e-29,4.99592386376886e-29,56.6341551518899
SSBP3-AS1,9.19024960165298,9.08974883818884,54.3679422178695,2.38284981228271e-29,5.02385172145951e-29,56.6289858076248
MBOAT7,9.93887017412166,10.1378787768385,54.3589314680722,2.39355071557146e-29,5.04590289291145e-29,56.624904573868
PLBD2,8.34200758594866,8.36795448232743,54.358592283389,2.39395449266364e-29,5.04624417762442e-29,56.6247509310024
NUS1P3,7.23697120552446,7.15279029623444,54.3335735938577,2.42393309126112e-29,5.10892020103956e-29,56.6134148094966
KCTD13,8.42768488757612,8.30209119947467,54.3266209290195,2.43233299961849e-29,5.12610678230538e-29,56.6102633822675
HES4,8.83661943328751,8.78805803810423,54.3129968300217,2.44888063530458e-29,5.16045937512365e-29,56.604086572325
STX5,8.58697771818518,8.57496105349328,54.3069417978135,2.45627239739802e-29,5.17551305469321e-29,56.6013407717657
PCLO,8.91890584724519,8.94191191846384,54.3032911478284,2.4607401467862e-29,5.18440324603653e-29,56.5996851157161
ACOX2,8.50083997480853,8.31511439431933,54.2937861236742,2.47241216693291e-29,5.20846840619554e-29,56.595373724881
TMEM259,8.38564501058652,8.47230775693298,54.2890619582663,2.47823469824883e-29,5.22020721676768e-29,56.5932305443504
ROCK2,9.54285913981834,9.55088608899943,54.2870636066307,2.48070194073685e-29,5.22487671758224e-29,56.5923238969864
SCNN1G,10.5784810551233,9.92757810217481,54.2815232930786,2.48755554757791e-29,5.23878294302143e-29,56.5898100568379
CCAR1,11.2198306445637,11.3379553429851,54.2620730976944,2.51177204908155e-29,5.28924886322188e-29,56.5809823204055
C21orf62-AS1,7.18426858129559,7.1964726436263,54.2531727324383,2.52293481908348e-29,5.31221903469111e-29,56.5769414797926
CENPJ,8.70770488539145,8.83638083358179,54.2158939795552,2.57025110764169e-29,5.41130069710575e-29,56.560007815799
SNRNP48,8.04979345278686,8.09382254192107,54.2008263742158,2.589635872893e-29,5.45156241980766e-29,56.5531594074818
EFNA5,8.66538202091887,8.47285265061007,54.1988300798571,2.59221548734594e-29,5.45644228604692e-29,56.5522518933238
FPGS,8.09238210239828,7.9691271772757,54.1891248258934,2.60479462810847e-29,5.48236738615809e-29,56.5478393097168
GRIN3B,9.24657468141522,9.09457851778937,54.1798266787499,2.61690545273306e-29,5.50730168010866e-29,56.543610916394
TIGD7,7.91049647535827,7.77403960888488,54.1763517993578,2.62144644469185e-29,5.51630176812198e-29,56.5420304649407
PLOD2,9.37460382133298,9.37493968600497,54.1452001245473,2.66252221063559e-29,5.60217230038121e-29,56.5278564726942
AATBC,7.68214758353135,7.84164479955249,54.1416281114486,2.66727461206591e-29,5.61160578427985e-29,56.526230573256
TMEM35A,6.76082181860198,6.73798589177232,54.1408135126988,2.66835962921084e-29,5.6133224346674e-29,56.525859768037
CTC-338M12.4,8.80481157991018,8.7756301249647,54.1260286643084,2.68813222219742e-29,5.65434708807043e-29,56.5191285245604
AQP5,9.71798949822971,9.67146452917268,54.1233206288232,2.69177024892724e-29,5.66142866550257e-29,56.5178953675769
BATF2,7.62540677985684,7.61632754474249,54.1204212034272,2.69567104915118e-29,5.66906143421289e-29,56.516574974027
NEBL-AS1,7.62259988566609,7.49040374811161,54.1128808966516,2.70584300461371e-29,5.68987972606099e-29,56.5131407267696
UBE2T,8.22902557209249,8.27145037571659,54.1057222792731,2.71553686805671e-29,5.70968176463613e-29,56.5098797805848
AZI2,9.8596395239911,9.80658105746132,54.1055229444649,2.71580731236144e-29,5.70968176463613e-29,56.5097889705932
FAM169A,9.05596234353425,9.1129911082872,54.1035741674599,2.7184527551378e-29,5.71466761161676e-29,56.5089011542137
DENND1C,7.68010405804736,7.88944929045492,54.0801030023637,2.75052518792885e-29,5.78150694917599e-29,56.4982051863501
SLC36A1,7.35429862906323,7.43081791905928,54.0783098488192,2.75299153061687e-29,5.78610813134486e-29,56.497387801478
DMWD,8.83556699398807,8.90898820482964,54.072276803014,2.76130635464232e-29,5.80299921129729e-29,56.4946374762205
EPHB6,7.49527551616647,7.45349533841351,54.0436180335804,2.80116118788921e-29,5.88616284264149e-29,56.4815674982004
PNPLA2,9.79345753916431,9.73828376767464,54.0429545233047,2.80209093941883e-29,5.88752353491344e-29,56.4812648008861
THRB,9.06192754330063,9.19069316938081,54.0401673917096,2.80599993474926e-29,5.89514306533122e-29,56.4799932454746
PLD3,10.2157904463767,10.1268127050083,54.0279405856832,2.8232151108355e-29,5.93071328589772e-29,56.4744141424316
NUDT13,8.07837201194363,8.15932843543549,54.0112136063971,2.84694394933039e-29,5.97995818273565e-29,56.4667791128698
KRAS,11.5151414194849,11.4868151275456,53.9907118300759,2.87630989185543e-29,6.04103261490868e-29,56.4574171457461
DEGS2,10.8712101862547,10.3702184135882,53.9653471812124,2.91307619481948e-29,6.11763595493496e-29,56.4458285911622
CFAP61,9.93317914601231,9.84316717989505,53.9625951847671,2.91709442292846e-29,6.12545786121123e-29,56.4445708649684
ZNF529-AS1,7.21537636273332,6.95762828109885,53.9606665790095,2.91991382979392e-29,6.13076110277382e-29,56.4436894008405
AGO3,8.42867530891343,8.48924066091454,53.9536402174175,2.93020949664773e-29,6.15175913445356e-29,56.4404776963109
ZNF843,7.71517210286439,7.8311436429521,53.9495350870436,2.93624211294658e-29,6.16380388008568e-29,56.4386010318906
SLCO4C1,9.45139248277173,9.13566591518447,53.9488198860426,2.93729443881752e-29,6.16539255283339e-29,56.43827405925
LOC102606465,8.96893773873713,9.008806225327,53.9464072811752,2.94084715911428e-29,6.17222871563805e-29,56.4371710355664
GTF2F2,7.9825674839729,7.94173436710082,53.94225779744,2.94696796832832e-29,6.18445284732577e-29,56.4352737841671
FABP5,11.1326443478774,11.031330183059,53.939926238791,2.95041298927702e-29,6.19105972463259e-29,56.4342076571714
RBBP5,7.48121588095579,7.40832346525003,53.9216160690988,2.97761289628127e-29,6.24750681305642e-29,56.425833209014
TNK2,8.00608203375444,7.96959058090941,53.9183508571656,2.98249063356351e-29,6.25711178574033e-29,56.4243394483461
ZNF513,8.3954268466661,8.36676325448745,53.903663734203,3.00453360392496e-29,6.30272298090321e-29,56.4176190589315
ZNF135,7.55531251102276,7.33773639406276,53.901967036455,3.00709092611207e-29,6.30745333808064e-29,56.4168425569591
USP34,11.2998652182652,11.5796925083271,53.8922987388503,3.02170643537379e-29,6.33747257009833e-29,56.4124172454284
SCML2,8.04922527545576,8.07536236135089,53.88251297183,3.03657450180225e-29,6.36801540576985e-29,56.4079371819904
ANKH,8.38729508942009,8.31386209593318,53.8533259613087,3.08137190768965e-29,6.46131075869148e-29,56.3945690670174
PECR,10.035530391869,10.2292083103522,53.8308101174376,3.11639779119922e-29,6.53409956984907e-29,56.3842504243145
TRMT13,9.6842755622825,9.64269608792972,53.8122896293984,3.14551763921261e-29,6.59449190928081e-29,56.3757588491164
DGAT1,8.05360459076026,8.10761636602082,53.7953270635165,3.17243537483932e-29,6.64985490249514e-29,56.3679784542015
HIRA,10.1473342259864,9.95838943454952,53.7952470986788,3.17256283407795e-29,6.64985490249514e-29,56.3679417688352
GPRC5A,9.7882265982799,9.83618481834835,53.7946940592117,3.17344449168059e-29,6.65103465797071e-29,56.3676880498092
CIITA,8.05151831883784,7.85929920568182,53.7919951835915,3.17775069388207e-29,6.65939075597868e-29,56.3664498356833
ADRA2A,10.0838944850635,10.1684377124252,53.7916061740907,3.17837187874737e-29,6.66002351691721e-29,56.3662713562162
PGF,11.7730515727622,12.0867360501898,53.7873004527667,3.18525582575363e-29,6.67377794886734e-29,56.3642957652439
ZNF853,8.32959880014666,8.09413120848612,53.7839827569878,3.19057066553564e-29,6.68424234026959e-29,56.3627733780374
NAALADL2,7.38327685413151,7.42464763034991,53.7615125212541,3.22681000676831e-29,6.75948492430973e-29,56.3524594784709
NOM1,9.07597097641518,8.96681552860254,53.7573015405501,3.23364867807984e-29,6.7731303937853e-29,56.350526043276
KLF8,6.31971818179314,6.42106358907627,53.7295708266244,3.27906037125743e-29,6.86755922750452e-29,56.3377891235572
TTLL9,11.8618485153397,11.689449420099,53.7287219501522,3.28046086777171e-29,6.86980271265342e-29,56.3373991022535
C1orf210,8.4559664077511,8.15402200406208,53.723631272019,3.28887260468283e-29,6.88672691748401e-29,56.3350600028877
MOB2,8.38177693405021,8.46586382831818,53.7156127399029,3.30216763243207e-29,6.91387205417482e-29,56.3313750464829
NCF2,10.6637376001341,10.8812011830745,53.7034717644664,3.32240392972491e-29,6.95554348037342e-29,56.3257943271402
ADH7,10.2664051138416,11.580589417018,53.6916269646694,3.34227044197434e-29,6.99643246643275e-29,56.3203482689984
HLA-DPA1,13.7853040058743,13.8165245556773,53.688947270047,3.34678197113314e-29,7.00517362112767e-29,56.319115983657
MYO5A,8.15145867437868,8.08773554415567,53.6716488805288,3.37605778421615e-29,7.06574212422927e-29,56.3111593398807
LOC105376081,8.94427260553426,8.67490693194734,53.6609833476274,3.3942402871897e-29,7.10308364643911e-29,56.3062520201148
NPDC1,8.75898788178059,9.0512513149109,53.6599164953371,3.39606462195755e-29,7.10618858006804e-29,56.3057610853237
LAX1,6.96727372570863,7.21757193344521,53.6363553140752,3.436614714526e-29,7.19031753830522e-29,56.2949158804617
ZNF8,8.31496019813745,8.07848822816249,53.6188418829824,3.46708118808771e-29,7.25333411009686e-29,56.2868507003719
SLC8B1,8.00914907703814,7.97256579187768,53.5972267213714,3.50506938291979e-29,7.33207234197059e-29,56.2768922004471
DYNLT2,7.70119267570481,7.67457755245105,53.5958287517592,3.50754108810393e-29,7.33650713655748e-29,56.2762479622645
ACSL4,7.37222040935773,7.33883832163339,53.580905141947,3.5340398868152e-29,7.3911919918535e-29,56.2693693159023
